#{"t_start": 1677972172.8311899, "env_id": "DeepRMSA-v0"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate
-30,50,367.903218,0.8,0.8716587165871659
-32,50,369.826782,0.82,0.8462153784621538
-36,50,373.030548,0.86,0.8753165109578277
-14,50,374.805829,0.64,0.7327009401202677
-32,50,376.677511,0.82,0.8461678004535147
-26,50,378.588686,0.76,0.8499143231529079
-26,50,380.41023,0.76,0.8244378217285289
-34,50,383.383548,0.84,0.8953216920347371
-28,50,386.719669,0.78,0.8249534450651769
-20,50,388.543577,0.7,0.807549068948163
-22,50,390.396494,0.72,0.770450982200498
-22,50,392.239661,0.72,0.8191158156911582
-28,50,394.158022,0.78,0.8673644320129928
-24,50,396.026461,0.74,0.7561927052857421
-36,50,399.291736,0.86,0.9230632235084595
-24,50,401.182824,0.74,0.770547243287559
-26,50,403.109253,0.76,0.8325501102905918
-34,50,405.168674,0.84,0.8508867173362288
-20,50,407.007638,0.7,0.7553144570874128
-30,50,409.35363,0.8,0.8186656529176962
-34,50,412.295893,0.84,0.8692231165777335
-22,50,414.192888,0.72,0.7805308173882374
-20,50,416.037615,0.7,0.7275884126839075
-26,50,417.97851,0.76,0.8236448903915367
-32,50,420.001968,0.82,0.8474031613687685
-30,50,422.81646,0.8,0.9163214581607291
-22,50,425.11722,0.72,0.7889304146645311
-32,50,427.138848,0.82,0.9097053726169844
-26,50,429.148481,0.76,0.7603154227030993
-26,50,431.116901,0.76,0.8371631972605209
-26,50,433.108128,0.76,0.8137692932575142
-36,50,436.446592,0.86,0.898903989478299
-14,50,438.278917,0.64,0.7647919715659628
-26,50,440.278146,0.76,0.7870548848534037
-18,50,442.229148,0.68,0.7609915417469224
-20,50,444.163826,0.7,0.72734821922864
-32,50,446.321843,0.82,0.8843909217230199
-24,50,449.540958,0.74,0.8233650662251656
-14,50,451.449227,0.64,0.7358580106302202
-32,50,453.56122,0.82,0.8778409090909091
-22,50,455.561072,0.72,0.787001851310533
-24,50,457.577681,0.74,0.8495035167563095
-10,50,460.215962,0.6,0.7184574230940705
-24,50,462.789523,0.74,0.7873456790123456
-30,50,464.959026,0.8,0.8639430631296793
-30,50,467.070936,0.8,0.861684522254159
-32,50,469.237499,0.82,0.851993133702079
-18,50,471.226973,0.68,0.7409649439826527
-22,50,474.598949,0.72,0.795281887245102
-34,50,476.747497,0.84,0.8810810810810811
-22,50,478.773482,0.72,0.7727450596752103
-34,50,481.016679,0.84,0.8621824163772619
-12,50,482.938368,0.62,0.6793523969722456
-16,50,486.045021,0.66,0.7546430237984134
-22,50,488.193714,0.72,0.8311726867887185
-40,50,490.490709,0.9,0.9344675488342785
-22,50,492.556625,0.72,0.7093454478027073
-26,50,494.666478,0.76,0.8401882047537925
-24,50,497.141793,0.74,0.8131107491856677
-22,50,500.039888,0.72,0.7768772580802656
-22,50,502.100493,0.72,0.8244252873563218
-36,50,504.387154,0.86,0.9121120571271628
-28,50,506.540619,0.78,0.7902989180267742
-28,50,508.702371,0.78,0.7990047809542394
