#{"t_start": 1675655684.7084455, "env_id": "DeepRMSAKSP-v1"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate,num_C_selected,num_L_selected,num_S_selected,num_E_selected,num_path1_selected,num_path2_selected,num_path3_selected,num_path4_selected,num_path5_selected,total_path_length_per_episode
50,50,0.861627,0.0,0.0,50,0,0,0,50,0,0,0,0,21257
50,50,1.284621,0.0,0.0,50,0,0,0,50,0,0,0,0,22814
50,50,1.741323,0.0,0.0,50,0,0,0,50,0,0,0,0,21534
50,50,2.177866,0.0,0.0,50,0,0,0,50,0,0,0,0,20297
50,50,2.646069,0.0,0.0,50,0,0,0,50,0,0,0,0,23260
50,50,3.101527,0.0,0.0,50,0,0,0,50,0,0,0,0,17807
50,50,3.552426,0.0,0.0,50,0,0,0,50,0,0,0,0,20602
50,50,4.013238,0.0,0.0,45,5,0,0,43,3,3,1,0,21369
50,50,4.473122,0.0,0.0,38,12,0,0,39,6,2,2,1,21216
50,50,4.944292,0.0,0.0,42,8,0,0,43,3,2,1,1,22534
50,50,5.41334,0.0,0.0,36,14,0,0,43,4,1,2,0,20301
50,50,5.906865,0.0,0.0,33,17,0,0,40,3,3,2,2,23090
50,50,6.387444,0.0,0.0,29,21,0,0,43,1,1,1,4,21817
50,50,6.911691,0.0,0.0,30,20,0,0,37,6,4,0,3,22748
50,50,7.399119,0.0,0.0,31,19,0,0,41,7,0,0,2,22918
50,50,7.890081,0.0,0.0,30,20,0,0,41,6,0,3,0,20646
50,50,8.389103,0.0,0.0,24,26,0,0,39,4,2,4,1,23208
50,50,8.892747,0.0,0.0,24,26,0,0,41,6,1,1,1,22710
50,50,9.407382,0.0,0.0,20,30,0,0,44,3,2,1,0,21633
50,50,9.926357,0.0,0.0,23,27,0,0,42,4,2,2,0,21495
50,50,10.440786,0.0,0.0,21,25,4,0,34,6,3,5,2,22299
50,50,10.970475,0.0,0.0,26,20,4,0,27,11,5,4,3,24685
50,50,11.485538,0.0,0.0,24,24,2,0,27,12,4,4,3,25903
50,50,12.026268,0.0,0.0,16,24,10,0,41,3,2,2,2,22578
50,50,12.544262,0.0,0.0,22,19,9,0,42,4,2,2,0,21689
50,50,13.084979,0.0,0.0,23,23,4,0,34,6,2,7,1,21774
50,50,13.615384,0.0,0.0,24,17,9,0,38,3,3,5,1,22374
50,50,14.154923,0.0,0.0,21,21,8,0,33,9,4,3,1,24038
50,50,14.697715,0.0,0.0,15,29,6,0,38,6,1,3,2,23403
50,50,15.249423,0.0,0.0,27,16,7,0,37,3,2,5,3,24577
50,50,15.809886,0.0,0.0,15,25,10,0,43,4,1,2,0,23292
50,50,16.360528,0.0,0.0,20,26,4,0,37,4,2,3,4,21985
50,50,16.903179,0.0,0.0,17,24,9,0,38,6,3,2,1,21187
50,50,17.46071,0.0,0.0,15,20,15,0,36,8,3,0,3,23110
50,50,18.020419,0.0,0.0,9,25,16,0,38,4,4,2,2,23518
50,50,18.570371,0.0,0.0,13,24,13,0,39,5,3,1,2,24689
50,50,19.134464,0.0,0.0,11,28,11,0,36,5,3,4,2,25331
50,50,19.690425,0.0,0.0,10,28,12,0,36,8,4,0,2,23323
50,50,20.264175,0.0,0.0,12,20,18,0,40,6,1,2,1,22124
50,50,20.834333,0.0,0.0,21,16,13,0,35,5,3,5,2,22457
50,50,21.421588,0.0,0.0,15,19,16,0,41,2,3,3,1,21794
50,50,21.997816,0.0,0.0,17,20,13,0,38,5,5,1,1,22877
50,50,22.58741,0.0,0.0,13,22,15,0,36,7,3,2,2,22628
50,50,23.157077,0.0,0.0,18,15,17,0,40,6,2,1,1,23329
50,50,23.761776,0.0,0.0,11,19,20,0,38,8,1,1,2,22576
50,50,24.33706,0.0,0.0,22,12,16,0,42,6,2,0,0,20186
50,50,24.910936,0.0,0.0,18,13,19,0,45,2,1,2,0,22057
50,50,25.493659,0.0,0.0,12,18,20,0,38,3,6,2,1,22715
50,50,26.085092,0.0,0.0,15,15,16,4,34,7,5,3,1,20832
50,50,26.668926,0.0,0.0,18,13,14,5,36,8,2,2,2,21026
50,50,27.277132,0.0,0.0,6,20,16,8,32,10,3,2,3,24385
50,50,27.875937,0.0,0.0,20,10,13,7,35,6,5,2,2,23104
50,50,28.480083,0.0,0.0,16,21,10,3,35,3,5,4,3,21923
50,50,29.078531,0.0,0.0,14,17,14,5,31,5,6,5,3,24924
50,50,29.684755,0.0,0.0,15,16,12,7,39,1,3,5,2,24417
50,50,30.306327,0.0,0.0,9,10,20,11,34,7,2,3,4,25615
50,50,30.897258,0.0,0.0,17,14,10,9,33,7,5,2,3,22505
50,50,31.504447,0.0,0.0,20,18,10,2,34,8,6,2,0,21124
50,50,32.095375,0.0,0.0,18,15,14,3,43,1,4,2,0,21216
50,50,32.701334,0.0,0.0,16,21,7,6,32,8,7,2,1,22784
50,50,33.321545,0.0,0.0,11,18,16,5,33,9,4,1,3,23663
50,50,34.01045,0.0,0.0,10,18,19,3,30,9,6,3,2,24104
50,50,34.744247,0.0,0.0,13,9,18,10,44,4,0,0,2,21968
50,50,35.368773,0.0,0.0,18,7,18,7,35,2,4,3,6,22791
50,50,35.983056,0.0,0.0,17,11,15,7,36,7,1,0,6,21940
50,50,36.586535,0.0,0.0,21,12,11,6,36,5,4,3,2,22590
50,50,37.199659,0.0,0.0,8,12,22,8,41,5,3,1,0,24059
50,50,37.838516,0.0,0.0,13,14,18,5,38,5,3,3,1,23050
50,50,38.469447,0.0,0.0,12,15,13,10,40,3,2,3,2,19831
50,50,39.074487,0.0,0.0,12,17,17,4,38,5,3,1,3,21431
50,50,39.716284,0.0,0.0,20,7,17,6,42,2,4,2,0,21966
50,50,40.327706,0.0,0.0,17,14,9,10,42,2,2,3,1,22174
50,50,40.958462,0.0,0.0,8,14,23,5,33,4,6,3,4,24610
50,50,41.5791,0.0,0.0,20,9,19,2,39,5,4,1,1,21835
50,50,42.201271,0.0,0.0,18,14,8,10,40,3,2,3,2,23042
