#{"t_start": 1675653795.4737778, "env_id": "DeepRMSAKSP-v1"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate,num_C_selected,num_L_selected,num_S_selected,num_E_selected,num_path1_selected,num_path2_selected,num_path3_selected,num_path4_selected,num_path5_selected,total_path_length_per_episode
50,50,1.528984,0.0,0.0,50,0,0,0,50,0,0,0,0,21257
50,50,1.960775,0.0,0.0,50,0,0,0,50,0,0,0,0,22814
50,50,2.384024,0.0,0.0,50,0,0,0,50,0,0,0,0,21534
50,50,2.835774,0.0,0.0,50,0,0,0,50,0,0,0,0,20297
50,50,3.297845,0.0,0.0,50,0,0,0,50,0,0,0,0,23260
50,50,3.744677,0.0,0.0,50,0,0,0,50,0,0,0,0,17807
50,50,4.197752,0.0,0.0,50,0,0,0,50,0,0,0,0,20602
50,50,4.641565,0.0,0.0,50,0,0,0,50,0,0,0,0,19830
50,50,5.093681,0.0,0.0,46,4,0,0,43,4,1,0,2,20817
50,50,5.554746,0.0,0.0,45,5,0,0,45,2,2,1,0,22152
50,50,6.027641,0.0,0.0,47,3,0,0,42,4,0,3,1,21407
50,50,6.481127,0.0,0.0,44,6,0,0,40,3,3,2,2,22429
50,50,6.971092,0.0,0.0,40,10,0,0,47,0,2,1,0,20885
50,50,7.459479,0.0,0.0,45,5,0,0,45,2,2,1,0,21222
50,50,7.963879,0.0,0.0,42,8,0,0,46,2,0,0,2,22451
50,50,8.463179,0.0,0.0,41,9,0,0,44,3,1,1,1,20079
50,50,8.956833,0.0,0.0,37,13,0,0,43,4,2,1,0,22078
50,50,9.428227,0.0,0.0,41,9,0,0,46,2,2,0,0,22322
50,50,9.931682,0.0,0.0,40,10,0,0,40,5,2,2,1,21977
50,50,10.40907,0.0,0.0,41,9,0,0,42,5,2,1,0,20890
50,50,10.900749,0.0,0.0,37,13,0,0,44,1,2,1,2,20715
50,50,11.389895,0.0,0.0,41,9,0,0,42,3,3,1,1,22814
50,50,11.892999,0.0,0.0,43,7,0,0,40,3,2,3,2,22916
50,50,12.379192,0.0,0.0,36,14,0,0,43,3,2,0,2,21360
50,50,12.886513,0.0,0.0,39,11,0,0,35,8,3,1,3,22688
50,50,13.375452,0.0,0.0,41,9,0,0,44,2,1,1,2,20594
50,50,13.886184,0.0,0.0,41,9,0,0,43,3,2,1,1,21060
50,50,14.383455,0.0,0.0,44,6,0,0,44,0,2,2,2,22586
50,50,14.896526,0.0,0.0,41,9,0,0,38,6,3,1,2,22772
50,50,15.418679,0.0,0.0,39,11,0,0,47,2,0,1,0,21926
50,50,15.948127,0.0,0.0,40,10,0,0,40,5,4,1,0,23869
50,50,16.447476,0.0,0.0,37,13,0,0,48,0,1,1,0,19859
50,50,16.959936,0.0,0.0,41,9,0,0,49,0,0,0,1,19795
50,50,17.459434,0.0,0.0,39,11,0,0,45,2,2,0,1,21282
50,50,18.009486,0.0,0.0,32,18,0,0,40,5,2,0,3,22676
50,50,18.527108,0.0,0.0,29,21,0,0,46,1,3,0,0,22147
50,50,19.054385,0.0,0.0,31,19,0,0,42,1,3,1,3,24598
50,50,19.587199,0.0,0.0,31,19,0,0,42,4,1,1,2,22111
50,50,20.118133,0.0,0.0,35,15,0,0,39,8,3,0,0,21751
50,50,20.616344,0.0,0.0,37,13,0,0,40,5,1,3,1,21234
50,50,21.154274,0.0,0.0,32,18,0,0,45,1,4,0,0,20715
50,50,21.667519,0.0,0.0,37,13,0,0,45,3,2,0,0,21392
50,50,22.190815,0.0,0.0,34,16,0,0,42,5,1,1,1,21713
50,50,22.706002,0.0,0.0,40,8,2,0,43,5,2,0,0,22665
50,50,23.223869,0.0,0.0,36,14,0,0,35,9,1,3,2,23637
50,50,23.73264,0.0,0.0,37,13,0,0,46,4,0,0,0,19733
50,50,24.262311,0.0,0.0,35,14,1,0,44,3,3,0,0,22244
50,50,24.782323,0.0,0.0,35,15,0,0,46,2,0,1,1,21009
50,50,25.296888,0.0,0.0,36,13,1,0,41,6,1,2,0,19792
50,50,25.824509,0.0,0.0,38,12,0,0,41,2,5,1,1,20814
50,50,26.360437,0.0,0.0,41,8,1,0,39,3,4,1,3,23802
50,50,26.882783,0.0,0.0,43,7,0,0,40,3,3,2,2,21779
50,50,27.418987,0.0,0.0,43,6,1,0,42,2,3,2,1,20378
50,50,27.93926,0.0,0.0,37,13,0,0,38,7,4,0,1,23603
50,50,28.503047,0.0,0.0,42,8,0,0,42,1,3,2,2,23070
50,50,29.043915,0.0,0.0,34,16,0,0,42,3,2,2,1,23937
50,50,29.54506,0.0,0.0,38,12,0,0,41,5,3,0,1,20398
50,50,30.132353,0.0,0.0,40,10,0,0,38,9,2,0,1,19910
50,50,30.73682,0.0,0.0,40,10,0,0,44,3,1,2,0,20962
50,50,31.34117,0.0,0.0,37,13,0,0,41,3,3,3,0,21102
50,50,31.906571,0.0,0.0,41,8,1,0,46,3,0,1,0,20826
50,50,32.441135,0.0,0.0,40,10,0,0,44,2,0,3,1,21608
50,50,32.985315,0.0,0.0,38,12,0,0,44,3,2,0,1,21426
50,50,33.510731,0.0,0.0,41,9,0,0,46,2,1,1,0,19844
50,50,34.037109,0.0,0.0,40,10,0,0,44,3,1,1,1,19577
50,50,34.557196,0.0,0.0,42,8,0,0,45,2,0,1,2,22032
50,50,35.086934,0.0,0.0,39,11,0,0,38,5,5,1,1,24015
50,50,35.624566,0.0,0.0,36,14,0,0,43,3,3,0,1,21787
50,50,36.178667,0.0,0.0,27,22,1,0,48,0,2,0,0,18190
50,50,36.705522,0.0,0.0,35,15,0,0,39,5,6,0,0,20794
50,50,37.243319,0.0,0.0,37,11,2,0,43,4,0,1,2,21547
50,50,37.770007,0.0,0.0,42,8,0,0,47,1,1,1,0,20809
50,50,38.331182,0.0,0.0,34,15,1,0,43,4,1,2,0,22161
50,50,38.886555,0.0,0.0,39,11,0,0,42,6,2,0,0,21387
50,50,39.414529,0.0,0.0,35,12,3,0,45,1,2,2,0,22147
50,50,39.945741,0.0,0.0,37,13,0,0,37,4,2,5,2,23035
50,50,40.4969,0.0,0.0,30,18,2,0,43,3,3,0,1,21010
50,50,41.03753,0.0,0.0,30,20,0,0,42,4,3,1,0,20716
50,50,41.583123,0.0,0.0,37,13,0,0,35,5,6,3,1,24486
50,50,42.133987,0.0,0.0,37,9,4,0,38,8,3,0,1,21418
50,50,42.68758,0.0,0.0,37,13,0,0,44,4,1,0,1,20776
50,50,43.243488,0.0,0.0,42,8,0,0,40,4,5,1,0,22803
50,50,43.794512,0.0,0.0,40,10,0,0,41,5,4,0,0,19904
50,50,44.31673,0.0,0.0,31,19,0,0,42,1,7,0,0,22709
50,50,44.867502,0.0,0.0,32,15,3,0,38,5,4,2,1,22888
50,50,45.432648,0.0,0.0,32,17,1,0,44,2,3,0,1,19146
50,50,45.995046,0.0,0.0,37,13,0,0,40,7,2,1,0,22326
50,50,46.53355,0.0,0.0,37,13,0,0,44,3,2,0,1,21061
50,50,47.082874,0.0,0.0,36,14,0,0,45,2,1,1,1,18593
50,50,47.630864,0.0,0.0,32,18,0,0,42,5,2,0,1,18672
50,50,48.175937,0.0,0.0,36,14,0,0,45,2,2,0,1,20635
50,50,48.730935,0.0,0.0,37,13,0,0,33,9,7,1,0,22619
50,50,49.294803,0.0,0.0,33,14,3,0,41,4,1,2,2,18728
50,50,49.878445,0.0,0.0,29,18,3,0,37,4,5,3,1,22249
50,50,50.409914,0.0,0.0,43,6,1,0,39,4,1,5,1,21400
50,50,50.955668,0.0,0.0,37,11,2,0,40,5,3,1,1,21886
50,50,51.511717,0.0,0.0,33,16,1,0,40,6,3,0,1,23452
50,50,52.049094,0.0,0.0,31,17,2,0,37,6,4,2,1,23103
50,50,52.612083,0.0,0.0,32,18,0,0,42,4,3,1,0,24463
50,50,53.149559,0.0,0.0,36,14,0,0,43,4,1,0,2,23308
50,50,53.682217,0.0,0.0,41,9,0,0,39,7,1,1,2,23362
50,50,54.202217,0.0,0.0,35,15,0,0,43,1,5,0,1,22185
50,50,54.750083,0.0,0.0,39,11,0,0,36,7,5,1,1,20260
50,50,55.278557,0.0,0.0,39,11,0,0,45,0,3,1,1,20480
50,50,55.828766,0.0,0.0,43,6,1,0,39,6,1,3,1,21599
50,50,56.594186,0.0,0.0,42,8,0,0,43,4,1,1,1,21466
50,50,57.450665,0.0,0.0,38,12,0,0,44,2,3,0,1,22987
50,50,58.333326,0.0,0.0,31,19,0,0,39,5,3,3,0,21809
50,50,58.967749,0.0,0.0,38,12,0,0,46,1,2,0,1,20791
50,50,59.507443,0.0,0.0,38,12,0,0,43,3,1,1,2,21870
50,50,60.056778,0.0,0.0,30,20,0,0,43,2,2,1,2,21343
