,Source,Destination,Reason,Path,Nodes,Band,Available_Other
0,6,16,Slots Full,2,,2,1
1,14,1,Slots Full,2,,2,1
2,13,5,Slots Full,2,,2,1
3,12,13,Slots Full,2,,2,1
4,6,14,Slots Full,2,,2,0
5,3,14,Slots Full,2,,2,0
6,17,4,Slots Full,2,,2,1
7,13,4,Slots Full,2,,2,1
8,14,5,Slots Full,2,,2,0
9,3,13,Slots Full,2,,2,0
10,15,4,Slots Full,2,,2,0
11,4,15,Slots Full,2,,2,1
12,2,13,Slots Full,2,,2,0
13,13,7,Slots Full,2,,2,1
14,17,5,Slots Full,2,,2,1
15,12,13,Slots Full,2,,2,1
16,16,3,Slots Full,2,,2,1
17,5,15,Slots Full,1,,0,0
18,17,5,Slots Full,4,,3,1
19,13,7,Slots Full,2,,2,1
20,7,13,Slots Full,2,,2,1
21,12,3,Slots Full,2,,2,0
22,3,14,Slots Full,2,,2,0
23,14,5,Slots Full,2,,2,0
24,15,4,Slots Full,2,,2,0
25,5,15,Slots Full,2,,2,0
26,5,17,Slots Full,2,,2,1
27,17,4,Slots Full,2,,2,1
28,12,3,Slots Full,4,,3,1
29,7,13,Slots Full,4,,3,1
30,15,5,Slots Full,2,,2,0
31,11,5,Slots Full,2,,2,1
32,13,3,Slots Full,2,,2,0
33,5,17,Slots Full,4,,3,1
34,4,13,Slots Full,2,,2,1
35,4,16,Slots Full,2,,2,0
36,8,12,Slots Full,2,,2,1
37,4,12,Slots Full,2,,2,1
38,6,12,Slots Full,2,,1,1
39,7,12,Slots Full,2,,2,1
40,11,5,Slots Full,2,,2,1
41,1,15,Slots Full,2,,2,0
42,7,12,Slots Full,2,,2,1
43,3,12,Slots Full,2,,2,1
44,13,7,Slots Full,2,,2,1
45,4,17,Slots Full,2,,2,1
46,15,2,Slots Full,2,,2,1
47,12,6,Slots Full,2,,2,1
48,5,14,Slots Full,2,,2,1
49,8,13,Slots Full,2,,2,1
50,14,13,Slots Full,2,,2,1
51,5,16,Slots Full,2,,2,0
52,1,15,Slots Full,2,,2,0
53,11,3,Slots Full,2,,2,1
54,8,15,Slots Full,2,,2,1
55,14,7,Slots Full,2,,2,1
56,12,7,Slots Full,2,,2,1
57,7,12,Slots Full,2,,2,1
58,15,6,Slots Full,2,,2,0
59,13,8,Slots Full,2,,2,1
60,17,5,Slots Full,2,,2,1
61,6,13,Slots Full,2,,2,1
62,2,13,Slots Full,2,,2,0
63,3,16,Slots Full,2,,2,0
64,12,5,Slots Full,2,,2,1
65,10,12,Slots Full,2,,2,1
66,12,6,Slots Full,2,,2,1
67,13,5,Slots Full,2,,2,0
68,17,5,Slots Full,2,,2,1
69,8,13,Slots Full,2,,2,1
70,4,13,Slots Full,2,,2,0
