,Source,Destination,Reason,Path,Nodes,Band,Available_Other
161,14,3,Slots Full,2,,2,0
162,11,3,Slots Full,2,,2,1
163,2,14,Slots Full,2,,2,1
164,10,13,Slots Full,2,,2,1
165,16,12,Slots Full,2,,2,1
166,7,13,Slots Full,4,,3,1
167,15,2,Slots Full,2,,2,1
168,14,5,Slots Full,4,,3,0
169,8,15,Slots Full,2,,2,0
170,14,13,Slots Full,1,,1,1
171,4,15,Slots Full,2,,2,0
172,15,12,Slots Full,2,,2,1
173,7,5,Slots Full,2,,2,1
174,7,13,Slots Full,4,,3,1
175,5,17,Slots Full,4,,3,1
176,5,6,Slots Full,2,,2,1
177,14,4,Slots Full,2,,2,1
178,5,15,Slots Full,4,,3,0
179,16,4,Slots Full,4,,3,0
180,5,12,Slots Full,2,,2,0
181,4,14,Slots Full,2,,2,0
182,10,3,Slots Full,4,,3,0
183,14,7,Slots Full,2,,2,1
184,3,10,Slots Full,4,,3,0
185,11,3,Slots Full,2,,2,1
186,12,4,Slots Full,2,,2,0
187,5,3,Slots Full,2,,2,1
188,2,12,Slots Full,2,,2,1
189,5,15,Slots Full,2,,2,0
190,13,11,Slots Full,1,,1,1
191,6,17,Slots Full,2,,2,1
192,12,7,Slots Full,2,,2,1
193,6,13,Slots Full,4,,3,1
194,6,13,Slots Full,2,,2,0
195,13,4,Slots Full,2,,2,0
196,5,15,Slots Full,2,,2,0
197,13,14,Slots Full,2,,2,1
198,15,3,Slots Full,2,,2,0
199,4,14,Slots Full,2,,2,0
200,13,14,Slots Full,2,,2,1
201,3,12,Slots Full,2,,2,0
202,7,13,Slots Full,4,,3,1
203,3,5,Slots Full,2,,2,1
204,13,12,Slots Full,1,,1,1
205,12,16,Slots Full,2,,2,1
206,13,1,Slots Full,2,,2,0
207,12,5,Slots Full,2,,1,1
208,11,3,Slots Full,2,,2,1
209,13,12,Slots Full,2,,2,1
210,11,13,Slots Full,1,,1,1
211,13,12,Slots Full,0,,0,1
212,6,5,Slots Full,2,,2,1
213,11,12,Slots Full,2,,2,1
214,4,3,Slots Full,2,,2,1
215,15,6,Slots Full,2,,2,0
216,4,13,Slots Full,2,,2,0
217,12,3,Slots Full,2,,2,1
218,2,14,Slots Full,2,,2,1
219,13,14,Slots Full,1,,1,1
220,13,8,Slots Full,2,,2,1
221,3,16,Slots Full,4,,3,0
222,14,1,Slots Full,2,,2,0
223,3,15,Slots Full,2,,2,0
224,5,10,Slots Full,2,,2,0
225,3,17,Slots Full,2,,2,0
226,13,8,Slots Full,2,,2,1
227,13,12,Slots Full,2,,2,1
228,2,15,Slots Full,2,,2,0
229,12,3,Slots Full,2,,2,1
230,15,3,Slots Full,2,,2,0
231,14,6,Slots Full,2,,2,0
232,4,12,Slots Full,2,,2,1
233,1,13,Slots Full,2,,2,0
234,5,9,Slots Full,2,,2,1
235,5,13,Slots Full,2,,2,0
236,12,6,Slots Full,2,,2,0
237,4,12,Slots Full,2,,2,0
238,12,1,Slots Full,2,,2,0
239,6,16,Slots Full,2,,2,1
240,17,4,Slots Full,2,,2,1
241,12,4,Slots Full,2,,2,1
242,7,12,Slots Full,2,,2,1
243,16,3,Slots Full,4,,3,1
244,3,16,Slots Full,2,,2,0
245,5,12,Slots Full,2,,2,0
246,5,10,Slots Full,2,,2,0
247,1,14,Slots Full,2,,2,0
248,4,16,Slots Full,2,,2,0
249,1,13,Slots Full,2,,2,0
250,5,13,Slots Full,2,,2,1
251,3,10,Slots Full,2,,2,0
252,15,2,Slots Full,2,,2,1
253,15,7,Slots Full,2,,2,0
254,13,2,Slots Full,2,,2,0
255,14,2,Slots Full,2,,2,1
256,13,2,Slots Full,2,,2,0
257,5,17,Slots Full,2,,2,0
258,13,9,Slots Full,2,,2,1
259,12,13,Slots Full,4,,3,1
260,3,6,Slots Full,2,,2,1
261,16,13,Slots Full,2,,2,1
262,10,12,Slots Full,1,,1,1
263,13,10,Slots Full,2,,2,1
264,5,15,Slots Full,4,,3,0
265,3,17,Slots Full,2,,2,0
266,2,15,Slots Full,2,,2,0
267,8,12,Slots Full,2,,2,1
268,6,16,Slots Full,2,,2,1
269,8,15,Slots Full,2,,2,1
270,4,11,Slots Full,2,,2,1
271,15,8,Slots Full,2,,2,0
272,2,12,Slots Full,2,,2,1
273,13,10,Slots Full,2,,2,1
274,14,8,Slots Full,2,,2,1
275,5,11,Slots Full,2,,2,1
276,13,12,Slots Full,1,,1,1
277,8,15,Slots Full,2,,2,0
278,5,16,Slots Full,4,,3,0
279,16,5,Slots Full,2,,2,0
280,12,13,Slots Full,2,,2,1
281,15,3,Slots Full,2,,2,0
282,1,13,Slots Full,2,,2,0
283,15,2,Slots Full,2,,2,1
284,1,13,Slots Full,2,,2,0
285,3,11,Slots Full,2,,2,1
286,15,6,Slots Full,2,,2,0
287,17,4,Slots Full,2,,2,1
288,16,4,Slots Full,2,,2,0
289,9,12,Slots Full,1,,1,1
290,2,12,Slots Full,2,,2,1
291,10,5,Slots Full,2,,2,0
292,15,6,Slots Full,2,,2,0
293,13,11,Slots Full,1,,1,1
294,3,17,Slots Full,2,,2,0
295,3,6,Slots Full,2,,2,1
296,5,11,Slots Full,2,,2,1
297,5,14,Slots Full,2,,2,0
298,1,12,Slots Full,2,,2,0
299,5,17,Slots Full,4,,3,1
300,6,12,Slots Full,2,,2,0
301,5,11,Slots Full,1,,1,1
302,12,8,Slots Full,2,,2,1
303,1,13,Slots Full,4,,3,0
304,14,2,Slots Full,2,,2,1
305,12,3,Slots Full,2,,2,0
306,14,8,Slots Full,2,,2,1
307,3,11,Slots Full,1,,0,1
308,8,12,Slots Full,2,,2,1
309,15,10,Slots Full,2,,2,1
310,3,11,Slots Full,4,,3,1
311,13,5,Slots Full,2,,2,0
312,3,13,Slots Full,4,,3,0
313,16,8,Slots Full,2,,2,0
314,4,11,Slots Full,2,,2,1
315,10,5,Slots Full,2,,2,1
316,12,4,Slots Full,2,,2,0
317,5,12,Slots Full,2,,2,0
318,15,5,Slots Full,2,,2,0
319,15,6,Slots Full,1,,0,1
320,5,14,Slots Full,2,,2,0
321,3,11,Slots Full,2,,2,1
322,14,6,Slots Full,2,,2,1
323,14,5,Slots Full,2,,2,0
324,12,8,Slots Full,4,,3,1
325,15,8,Slots Full,2,,2,0
326,12,7,Slots Full,2,,2,1
327,17,4,Slots Full,2,,2,1
328,3,17,Slots Full,2,,2,1
329,3,12,Slots Full,2,,2,0
330,14,5,Slots Full,2,,2,1
331,17,3,Slots Full,2,,2,1
332,15,3,Slots Full,3,,3,1
333,16,6,Slots Full,1,,1,1
334,12,16,Slots Full,2,,2,1
335,8,15,Slots Full,2,,2,0
336,6,13,Slots Full,1,,0,1
337,1,5,Slots Full,2,,2,1
338,6,14,Slots Full,2,,2,1
339,15,14,Slots Full,2,,2,1
340,1,13,Slots Full,2,,2,0
341,5,13,Slots Full,2,,2,0
342,8,16,Slots Full,2,,1,1
343,10,5,Slots Full,2,,2,1
344,3,13,Slots Full,2,,2,0
345,4,12,Slots Full,4,,3,1
346,2,14,Slots Full,2,,2,1
347,14,7,Slots Full,2,,2,1
348,13,12,Slots Full,2,,2,1
349,17,3,Slots Full,2,,2,1
350,13,6,Slots Full,2,,2,0
351,8,5,Slots Full,2,,2,1
352,15,3,Slots Full,4,,3,0
353,3,1,Slots Full,2,,2,1
354,11,3,Slots Full,1,,0,1
355,5,13,Slots Full,4,,3,0
356,6,3,Slots Full,2,,2,1
357,9,12,Slots Full,2,,2,1
358,7,3,Slots Full,2,,2,0
359,6,12,Slots Full,2,,2,1
360,13,2,Slots Full,2,,2,0
361,4,16,Slots Full,2,,2,0
362,16,13,Slots Full,2,,2,1
363,7,15,Slots Full,2,,2,0
364,13,16,Slots Full,2,,2,1
365,15,4,Slots Full,2,,2,0
366,3,17,Slots Full,2,,2,1
367,15,4,Slots Full,2,,2,0
368,7,15,Slots Full,2,,2,0
369,13,16,Slots Full,2,,2,1
370,16,4,Slots Full,2,,2,0
371,6,13,Slots Full,2,,2,1
372,2,14,Slots Full,2,,2,0
373,1,12,Slots Full,2,,2,1
374,4,15,Slots Full,4,,3,0
375,7,14,Slots Full,2,,2,1
376,5,14,Slots Full,2,,2,0
377,11,3,Slots Full,2,,2,1
378,9,12,Slots Full,2,,2,1
379,1,13,Slots Full,2,,2,0
380,4,17,Slots Full,4,,3,1
381,12,2,Slots Full,2,,2,1
382,12,4,Slots Full,2,,2,0
383,5,16,Slots Full,4,,3,0
384,17,3,Slots Full,2,,2,0
385,5,16,Slots Full,2,,2,0
386,8,5,Slots Full,2,,2,1
387,2,15,Slots Full,2,,2,0
388,3,2,Slots Full,2,,2,1
389,11,12,Slots Full,1,,1,1
390,5,15,Slots Full,2,,2,0
391,12,2,Slots Full,2,,2,0
392,13,7,Slots Full,2,,2,1
393,4,6,Slots Full,2,,2,1
394,3,16,Slots Full,2,,2,0
395,7,13,Slots Full,2,,2,0
396,16,4,Slots Full,2,,2,0
397,13,3,Slots Full,4,,3,0
398,12,9,Slots Full,2,,2,1
399,14,6,Slots Full,2,,2,1
400,10,6,Slots Full,2,,2,0
401,15,7,Slots Full,2,,2,0
402,12,17,Slots Full,1,,1,1
403,16,4,Slots Full,4,,3,0
404,5,6,Slots Full,1,,0,1
405,7,13,Slots Full,2,,2,0
406,15,6,Slots Full,2,,2,0
407,6,14,Slots Full,2,,2,0
408,7,12,Slots Full,2,,2,1
409,15,6,Slots Full,1,,1,1
410,7,15,Slots Full,2,,2,0
411,7,13,Slots Full,2,,2,0
412,1,12,Slots Full,2,,2,0
413,11,4,Slots Full,1,,1,1
414,13,10,Slots Full,2,,2,1
415,9,3,Slots Full,2,,2,1
416,12,8,Slots Full,4,,3,1
417,16,1,Slots Full,2,,2,0
418,9,13,Slots Full,2,,2,1
419,6,15,Slots Full,2,,2,1
420,13,15,Slots Full,2,,2,1
421,5,10,Slots Full,2,,1,1
422,8,5,Slots Full,2,,2,1
423,4,12,Slots Full,4,,3,1
424,16,12,Slots Full,2,,2,1
425,9,3,Slots Full,2,,2,0
426,4,14,Slots Full,2,,2,0
427,3,1,Slots Full,2,,2,1
428,4,6,Slots Full,2,,2,1
429,5,10,Slots Full,2,,1,1
430,15,10,Slots Full,2,,2,0
431,1,16,Slots Full,2,,2,0
432,16,5,Slots Full,2,,2,0
433,3,4,Slots Full,2,,2,1
434,9,3,Slots Full,2,,2,0
435,15,7,Slots Full,2,,2,0
436,3,4,Slots Full,2,,2,1
437,5,4,Slots Full,1,,0,1
438,8,3,Slots Full,2,,2,1
439,14,1,Slots Full,2,,2,0
440,15,13,Slots Full,2,,2,1
441,4,12,Slots Full,2,,2,1
442,9,3,Slots Full,2,,2,0
443,17,6,Slots Full,2,,2,1
444,15,3,Slots Full,2,,2,0
445,13,8,Slots Full,2,,2,1
446,14,6,Slots Full,2,,1,1
447,5,17,Slots Full,4,,3,1
448,3,5,Slots Full,2,,2,1
449,16,12,Slots Full,2,,2,1
450,12,13,Slots Full,2,,2,1
451,3,17,Slots Full,4,,3,1
452,4,6,Slots Full,2,,2,1
453,1,12,Slots Full,2,,2,0
454,5,4,Slots Full,2,,2,1
455,4,13,Slots Full,2,,2,0
456,15,12,Slots Full,2,,2,1
457,1,5,Slots Full,2,,2,1
458,16,6,Slots Full,2,,2,1
459,8,13,Slots Full,2,,2,0
460,12,8,Slots Full,2,,2,1
461,13,8,Slots Full,2,,2,1
462,5,13,Slots Full,2,,2,0
463,7,14,Slots Full,2,,2,0
464,4,14,Slots Full,2,,2,0
465,5,17,Slots Full,4,,3,1
466,6,4,Slots Full,1,,0,1
467,2,14,Slots Full,2,,2,0
468,2,13,Slots Full,2,,2,0
469,11,12,Slots Full,2,,2,1
470,13,1,Slots Full,2,,2,0
471,3,9,Slots Full,2,,2,1
472,16,5,Slots Full,2,,2,0
473,8,15,Slots Full,2,,2,0
474,4,14,Slots Full,2,,2,0
475,3,4,Slots Full,2,,2,1
476,15,12,Slots Full,2,,2,1
477,14,5,Slots Full,2,,2,0
478,11,12,Slots Full,2,,2,1
479,14,15,Slots Full,2,,2,1
480,17,5,Slots Full,4,,3,1
481,6,13,Slots Full,2,,2,1
482,3,13,Slots Full,2,,2,0
483,5,7,Slots Full,2,,2,1
484,13,8,Slots Full,2,,2,1
485,4,13,Slots Full,2,,2,0
486,1,15,Slots Full,2,,2,0
487,3,13,Slots Full,2,,2,0
488,15,2,Slots Full,2,,2,0
489,1,12,Slots Full,2,,2,0
490,3,12,Slots Full,4,,3,0
491,8,14,Slots Full,2,,2,0
492,17,1,Slots Full,2,,2,0
493,15,9,Slots Full,2,,2,1
494,5,14,Slots Full,2,,2,0
495,1,12,Slots Full,2,,2,0
496,8,15,Slots Full,2,,2,0
497,12,9,Slots Full,1,,1,1
498,15,4,Slots Full,2,,2,0
499,9,15,Slots Full,4,,3,1
500,10,3,Slots Full,2,,2,0
501,10,6,Slots Full,2,,1,1
502,3,11,Slots Full,2,,2,1
503,13,14,Slots Full,2,,2,1
504,5,14,Slots Full,2,,2,0
505,14,3,Slots Full,2,,2,0
506,15,14,Slots Full,2,,2,1
507,8,3,Slots Full,2,,2,1
508,2,12,Slots Full,2,,2,1
509,9,5,Slots Full,2,,2,0
510,14,2,Slots Full,4,,3,1
511,12,11,Slots Full,2,,2,1
512,12,16,Slots Full,2,,1,1
513,1,15,Slots Full,2,,2,0
514,1,5,Slots Full,2,,2,1
515,3,11,Slots Full,2,,2,1
516,14,9,Slots Full,2,,2,1
517,13,6,Slots Full,2,,2,0
518,11,3,Slots Full,2,,2,1
519,17,12,Slots Full,1,,1,1
520,3,5,Slots Full,2,,2,1
521,3,12,Slots Full,2,,2,0
522,11,5,Slots Full,2,,2,1
523,13,7,Slots Full,2,,2,0
524,12,8,Slots Full,2,,2,1
525,15,7,Slots Full,2,,2,0
526,14,4,Slots Full,2,,2,0
527,12,10,Slots Full,2,,2,1
528,4,6,Slots Full,2,,2,1
529,13,6,Slots Full,2,,2,1
530,13,14,Slots Full,2,,2,1
531,8,15,Slots Full,2,,2,0
532,15,12,Slots Full,1,,1,1
533,15,2,Slots Full,2,,2,0
534,15,9,Slots Full,2,,2,0
535,15,4,Slots Full,2,,2,0
536,3,6,Slots Full,2,,2,1
537,3,12,Slots Full,4,,3,0
538,8,15,Slots Full,2,,2,0
539,7,12,Slots Full,4,,3,1
540,2,13,Slots Full,2,,2,0
541,14,9,Slots Full,2,,2,1
542,9,16,Slots Full,2,,2,1
543,13,6,Slots Full,2,,2,0
544,5,11,Slots Full,2,,2,1
545,3,13,Slots Full,2,,2,0
546,16,8,Slots Full,2,,2,0
547,3,1,Slots Full,2,,2,1
548,12,6,Slots Full,2,,2,1
549,4,11,Slots Full,2,,2,1
550,2,13,Slots Full,4,,3,1
551,12,16,Slots Full,2,,2,1
552,15,1,Slots Full,2,,2,0
553,3,1,Slots Full,2,,2,1
554,4,16,Slots Full,2,,2,0
555,7,12,Slots Full,4,,3,1
556,12,9,Slots Full,1,,1,1
557,15,8,Slots Full,2,,2,0
558,14,2,Slots Full,2,,2,0
559,7,5,Slots Full,2,,2,1
560,13,2,Slots Full,2,,2,0
561,14,9,Slots Full,2,,2,1
562,6,10,Slots Full,2,,2,0
563,11,13,Slots Full,2,,2,1
564,5,7,Slots Full,2,,2,1
565,13,6,Slots Full,2,,2,1
566,3,6,Slots Full,2,,2,1
567,12,4,Slots Full,2,,2,0
568,13,4,Slots Full,2,,2,0
569,8,13,Slots Full,2,,2,0
570,12,9,Slots Full,2,,2,1
571,15,8,Slots Full,2,,2,0
572,13,8,Slots Full,2,,2,0
573,7,13,Slots Full,2,,2,0
574,9,12,Slots Full,1,,1,1
575,6,16,Slots Full,2,,2,1
576,9,13,Slots Full,2,,2,1
577,12,15,Slots Full,1,,1,1
578,5,16,Slots Full,2,,2,0
579,13,5,Slots Full,2,,2,0
580,12,11,Slots Full,2,,2,1
581,3,11,Slots Full,4,,3,1
582,13,12,Slots Full,2,,2,1
583,14,6,Slots Full,1,,0,1
584,3,6,Slots Full,2,,2,1
585,16,2,Slots Full,2,,2,0
586,3,17,Slots Full,2,,2,1
587,1,5,Slots Full,4,,3,1
588,4,6,Slots Full,2,,2,1
589,13,6,Slots Full,2,,2,1
590,14,13,Slots Full,2,,2,1
591,3,5,Slots Full,2,,2,1
592,16,3,Slots Full,2,,2,0
593,3,12,Slots Full,2,,2,0
594,14,3,Slots Full,4,,3,0
595,13,4,Slots Full,2,,2,0
596,3,16,Slots Full,2,,2,0
597,13,2,Slots Full,2,,2,0
598,10,13,Slots Full,2,,2,1
599,13,2,Slots Full,2,,2,0
600,5,13,Slots Full,2,,2,0
601,3,13,Slots Full,4,,3,0
602,13,11,Slots Full,1,,1,1
603,6,9,Slots Full,2,,2,1
604,12,14,Slots Full,1,,1,1
605,3,4,Slots Full,2,,2,1
606,10,13,Slots Full,2,,2,1
607,16,12,Slots Full,2,,2,1
608,4,15,Slots Full,2,,2,0
609,12,11,Slots Full,2,,2,1
610,17,5,Slots Full,2,,2,0
611,15,12,Slots Full,1,,1,1
612,15,7,Slots Full,2,,2,0
613,5,17,Slots Full,2,,2,1
614,1,15,Slots Full,2,,2,0
615,14,13,Slots Full,2,,2,1
616,13,10,Slots Full,2,,2,1
617,14,15,Slots Full,2,,2,1
618,14,5,Slots Full,2,,2,0
619,8,13,Slots Full,2,,2,1
620,16,13,Slots Full,2,,2,1
621,11,13,Slots Full,2,,2,1
622,6,10,Slots Full,2,,2,1
623,7,6,Slots Full,2,,2,1
624,8,12,Slots Full,2,,2,1
625,15,13,Slots Full,2,,2,1
626,13,15,Slots Full,2,,2,1
627,12,2,Slots Full,2,,2,1
628,7,15,Slots Full,2,,2,1
629,15,4,Slots Full,2,,2,1
630,3,15,Slots Full,2,,2,0
631,5,13,Slots Full,2,,2,1
632,13,6,Slots Full,2,,2,1
633,13,7,Slots Full,2,,2,1
634,3,6,Slots Full,1,,0,1
635,15,2,Slots Full,2,,2,0
636,3,12,Slots Full,2,,2,0
637,15,14,Slots Full,2,,2,1
638,15,9,Slots Full,2,,2,0
639,15,7,Slots Full,2,,2,1
640,13,7,Slots Full,2,,2,1
641,7,12,Slots Full,2,,2,1
642,10,15,Slots Full,2,,2,0
643,12,4,Slots Full,2,,2,0
644,3,15,Slots Full,4,,3,0
645,6,8,Slots Full,2,,2,1
646,5,12,Slots Full,2,,2,0
647,1,13,Slots Full,2,,2,0
648,5,4,Slots Full,2,,2,1
649,3,13,Slots Full,2,,2,0
650,12,3,Slots Full,2,,2,0
651,11,5,Slots Full,2,,2,1
652,1,3,Slots Full,2,,2,1
653,6,15,Slots Full,2,,2,0
654,12,2,Slots Full,2,,2,1
655,5,4,Slots Full,2,,2,1
656,4,6,Slots Full,2,,2,1
657,12,16,Slots Full,2,,2,1
658,12,5,Slots Full,4,,3,1
659,16,6,Slots Full,2,,2,1
660,4,17,Slots Full,2,,2,0
661,13,6,Slots Full,2,,2,0
662,8,12,Slots Full,2,,2,1
663,5,12,Slots Full,2,,2,0
664,8,5,Slots Full,2,,2,1
665,5,3,Slots Full,2,,2,1
666,2,13,Slots Full,2,,2,0
667,5,11,Slots Full,2,,2,1
668,13,1,Slots Full,2,,2,0
669,4,13,Slots Full,2,,2,0
670,16,6,Slots Full,2,,2,1
671,13,4,Slots Full,2,,2,0
672,13,4,Slots Full,2,,2,0
673,13,6,Slots Full,2,,2,1
674,13,10,Slots Full,2,,2,1
675,8,5,Slots Full,2,,2,1
676,13,15,Slots Full,2,,2,1
677,12,5,Slots Full,2,,2,0
678,5,13,Slots Full,2,,2,0
679,4,16,Slots Full,2,,2,0
680,6,12,Slots Full,2,,2,0
681,10,13,Slots Full,2,,2,1
682,14,13,Slots Full,2,,2,1
683,13,4,Slots Full,2,,2,0
684,14,4,Slots Full,2,,2,0
685,13,3,Slots Full,2,,2,0
686,5,12,Slots Full,2,,2,0
687,10,15,Slots Full,2,,2,0
688,3,17,Slots Full,2,,2,0
689,3,5,Slots Full,1,,0,1
690,15,4,Slots Full,2,,2,0
691,17,3,Slots Full,2,,2,0
692,4,15,Slots Full,2,,2,0
693,15,7,Slots Full,2,,2,1
694,13,9,Slots Full,2,,2,1
695,16,10,Slots Full,2,,2,1
696,2,14,Slots Full,2,,2,0
697,4,6,Slots Full,2,,2,1
698,14,10,Slots Full,2,,2,1
699,15,12,Slots Full,1,,1,1
700,14,7,Slots Full,2,,2,1
701,7,3,Slots Full,2,,2,0
702,13,4,Slots Full,2,,2,0
703,2,16,Slots Full,2,,2,0
704,15,1,Slots Full,2,,2,0
705,6,9,Slots Full,2,,2,1
706,15,7,Slots Full,2,,2,1
707,4,16,Slots Full,2,,2,0
708,14,5,Slots Full,2,,2,0
709,5,8,Slots Full,2,,2,1
710,14,15,Slots Full,0,,0,1
711,5,6,Slots Full,2,,2,1
712,17,15,Slots Full,2,,2,1
713,15,14,Slots Full,2,,2,1
714,12,13,Slots Full,2,,2,1
715,16,8,Slots Full,2,,2,1
716,9,13,Slots Full,2,,2,1
717,4,15,Slots Full,2,,2,0
718,1,6,Slots Full,2,,2,1
719,13,8,Slots Full,2,,2,1
720,5,15,Slots Full,2,,2,0
721,8,6,Slots Full,2,,2,1
722,17,6,Slots Full,2,,2,1
723,6,11,Slots Full,2,,2,1
724,5,7,Slots Full,2,,2,1
725,16,1,Slots Full,2,,2,0
726,15,2,Slots Full,2,,2,0
727,9,6,Slots Full,2,,2,1
728,12,2,Slots Full,2,,2,1
729,16,11,Slots Full,2,,2,1
730,8,3,Slots Full,2,,2,1
731,12,1,Slots Full,2,,2,0
732,13,3,Slots Full,2,,2,0
