,Source,Destination,Reason,Path,Nodes,Band,Available_Other
0,2,13,Slots Full,2,,2,1
1,13,7,Slots Full,2,,2,0
2,13,7,Slots Full,2,,2,1
3,3,14,Slots Full,2,,2,1
4,6,16,Slots Full,2,,2,1
5,14,1,Slots Full,4,,3,0
6,13,5,Slots Full,2,,2,0
7,15,4,Slots Full,4,,3,0
8,11,3,Slots Full,2,,2,1
9,3,14,Slots Full,2,,2,0
10,9,12,Slots Full,2,,2,1
11,17,4,Slots Full,2,,2,1
12,14,5,Slots Full,2,,2,0
13,3,13,Slots Full,2,,2,0
14,13,2,Slots Full,2,,2,1
15,13,6,Slots Full,2,,2,1
16,1,12,Slots Full,2,,2,0
17,2,13,Slots Full,2,,2,1
18,13,7,Slots Full,2,,2,1
19,17,5,Slots Full,2,,2,1
20,16,3,Slots Full,2,,2,0
21,17,4,Slots Full,2,,2,1
22,13,7,Slots Full,2,,2,1
23,7,13,Slots Full,2,,2,1
24,3,14,Slots Full,2,,2,1
25,13,8,Slots Full,2,,2,1
26,14,5,Slots Full,2,,2,1
27,15,4,Slots Full,2,,2,1
28,11,5,Slots Full,2,,2,1
29,5,15,Slots Full,2,,2,1
30,5,17,Slots Full,2,,2,1
31,7,14,Slots Full,4,,3,1
32,17,4,Slots Full,2,,2,1
33,16,12,Slots Full,2,,2,1
34,7,13,Slots Full,4,,3,0
35,15,5,Slots Full,2,,2,1
36,11,5,Slots Full,2,,2,1
37,13,3,Slots Full,2,,2,1
38,4,13,Slots Full,2,,2,1
39,13,8,Slots Full,2,,2,1
40,8,12,Slots Full,2,,2,1
41,9,12,Slots Full,2,,2,1
42,4,12,Slots Full,2,,2,1
43,6,12,Slots Full,2,,1,1
44,7,12,Slots Full,2,,2,1
45,11,5,Slots Full,2,,2,1
46,1,12,Slots Full,2,,2,1
47,7,15,Slots Full,2,,2,1
48,1,15,Slots Full,2,,2,1
49,7,12,Slots Full,2,,2,1
50,8,15,Slots Full,2,,2,1
51,3,11,Slots Full,1,,1,1
52,4,13,Slots Full,4,,3,0
53,15,5,Slots Full,2,,2,0
54,13,7,Slots Full,2,,2,1
55,4,17,Slots Full,2,,2,1
56,12,6,Slots Full,2,,2,1
57,3,12,Slots Full,2,,2,1
58,5,14,Slots Full,2,,2,0
59,5,16,Slots Full,2,,2,0
60,1,15,Slots Full,2,,2,0
61,5,15,Slots Full,2,,2,0
62,12,11,Slots Full,1,,1,1
63,8,15,Slots Full,2,,2,1
64,14,7,Slots Full,2,,2,1
65,12,7,Slots Full,2,,2,0
66,13,6,Slots Full,2,,2,1
67,7,12,Slots Full,2,,2,0
68,17,5,Slots Full,2,,2,1
69,6,13,Slots Full,2,,2,1
70,13,5,Slots Full,2,,2,0
71,12,4,Slots Full,2,,2,1
72,2,13,Slots Full,2,,2,1
73,17,3,Slots Full,3,,2,1
74,3,16,Slots Full,2,,2,0
75,12,5,Slots Full,2,,2,0
76,10,12,Slots Full,2,,2,1
77,13,5,Slots Full,2,,2,0
78,17,5,Slots Full,2,,2,1
79,4,12,Slots Full,2,,2,1
80,13,3,Slots Full,2,,2,0
81,8,13,Slots Full,2,,2,1
82,4,13,Slots Full,2,,2,0
83,14,8,Slots Full,2,,2,1
84,16,12,Slots Full,2,,2,1
85,14,7,Slots Full,4,,3,1
86,15,7,Slots Full,2,,2,1
87,5,12,Slots Full,4,,3,0
88,15,5,Slots Full,2,,2,0
89,1,15,Slots Full,2,,2,1
90,16,3,Slots Full,2,,2,0
91,11,5,Slots Full,2,,2,1
92,4,12,Slots Full,2,,2,1
93,3,12,Slots Full,2,,2,0
94,8,13,Slots Full,4,,3,1
95,12,5,Slots Full,2,,2,0
96,3,17,Slots Full,2,,2,1
97,16,5,Slots Full,2,,2,0
98,12,5,Slots Full,2,,2,1
99,14,1,Slots Full,4,,3,0
100,4,12,Slots Full,2,,2,1
101,5,17,Slots Full,2,,2,1
102,6,15,Slots Full,2,,2,0
103,4,17,Slots Full,2,,2,1
104,12,7,Slots Full,2,,2,0
105,6,13,Slots Full,2,,2,1
106,7,13,Slots Full,4,,3,0
107,13,8,Slots Full,2,,2,1
108,14,1,Slots Full,2,,2,1
109,7,14,Slots Full,2,,2,1
110,12,7,Slots Full,2,,2,1
111,5,13,Slots Full,2,,2,0
112,12,16,Slots Full,1,,1,1
113,3,13,Slots Full,2,,2,0
114,17,3,Slots Full,2,,2,1
115,3,14,Slots Full,2,,2,0
116,14,4,Slots Full,2,,2,1
117,1,14,Slots Full,2,,2,1
118,5,16,Slots Full,2,,2,1
119,17,6,Slots Full,2,,2,1
120,5,3,Slots Full,2,,2,1
121,13,2,Slots Full,2,,2,0
122,16,12,Slots Full,2,,2,1
123,3,13,Slots Full,2,,2,1
124,8,13,Slots Full,4,,3,1
125,5,14,Slots Full,4,,3,0
126,12,6,Slots Full,2,,2,1
127,16,5,Slots Full,2,,2,1
128,5,4,Slots Full,1,,0,1
129,1,14,Slots Full,2,,2,0
130,17,4,Slots Full,1,,1,1
131,1,15,Slots Full,2,,2,1
132,13,6,Slots Full,4,,3,1
133,17,5,Slots Full,2,,2,1
134,17,3,Slots Full,2,,2,1
135,14,3,Slots Full,2,,2,1
136,12,5,Slots Full,2,,2,0
137,4,14,Slots Full,2,,2,1
138,14,5,Slots Full,2,,2,1
139,14,4,Slots Full,4,,3,0
140,17,4,Slots Full,1,,1,1
141,13,3,Slots Full,2,,1,0
142,12,3,Slots Full,2,,2,0
143,3,15,Slots Full,4,,3,0
