#{"t_start": 1677858623.7566311, "env_id": "DeepRMSA-v0"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate
50,50,8.256591,0.0,0.0
50,50,8.685623,0.0,0.0
50,50,9.16571,0.0,0.0
50,50,9.638492,0.0,0.0
50,50,10.144162,0.0,0.0
50,50,10.797117,0.0,0.0
50,50,11.580383,0.0,0.0
50,50,12.304359,0.0,0.0
50,50,13.051691,0.0,0.0
50,50,13.535898,0.0,0.0
50,50,14.033205,0.0,0.0
50,50,14.516659,0.0,0.0
50,50,15.016949,0.0,0.0
50,50,15.513178,0.0,0.0
50,50,16.068134,0.0,0.0
50,50,16.589037,0.0,0.0
50,50,17.139537,0.0,0.0
50,50,17.676694,0.0,0.0
50,50,18.207646,0.0,0.0
50,50,18.732033,0.0,0.0
50,50,19.260883,0.0,0.0
42,50,19.837587,0.08,0.06553851907255048
28,50,20.407116,0.22,0.2619821709491348
26,50,20.922045,0.24,0.24249558563861096
34,50,21.46821,0.16,0.15390070921985816
36,50,22.018183,0.14,0.14267664496063756
28,50,22.57061,0.22,0.1767584097859327
26,50,23.150396,0.24,0.2705837611713253
28,50,24.004256,0.22,0.24848382749326145
32,50,24.847188,0.18,0.1518762226569447
12,50,25.676541,0.38,0.42466008567703484
26,50,26.255454,0.24,0.2533187699546295
20,50,26.816041,0.3,0.3244700292397661
26,50,27.350967,0.24,0.2402999062792877
18,50,27.911613,0.32,0.34450480568324277
24,50,28.474539,0.26,0.25995729273048
36,50,29.068923,0.14,0.128760051623151
16,50,29.631139,0.34,0.3948756593820648
22,50,30.227631,0.28,0.29442193292525215
18,50,30.781976,0.32,0.3366261398176292
14,50,31.333868,0.36,0.363274635963427
14,50,31.902478,0.36,0.35584225455210905
18,50,32.477079,0.32,0.33146264468607506
20,50,33.081626,0.3,0.312430426716141
24,50,33.687518,0.26,0.35269492412349557
30,50,34.328812,0.2,0.17296862429605792
18,50,34.969517,0.32,0.4223186491840392
10,50,35.539541,0.4,0.40648639248760976
20,50,36.405082,0.3,0.3861084880914909
22,50,37.356018,0.28,0.35914935707220574
20,50,38.369763,0.3,0.36857069010080123
24,50,39.113926,0.26,0.2886781825009388
24,50,39.752692,0.26,0.3144535579694081
8,50,40.381609,0.42,0.48475120385232745
14,50,41.042802,0.36,0.4359443631039531
18,50,41.651082,0.32,0.38407315679176984
-10,50,42.228412,0.6,0.5616460905349794
10,50,42.834507,0.4,0.4367973912297263
14,50,43.473592,0.36,0.3994106090373281
22,50,44.102191,0.28,0.38881408596582084
10,50,44.735859,0.4,0.5601000866134155
16,50,45.367758,0.34,0.37015859315999566
8,50,45.992713,0.42,0.49629109863672816
0,50,46.594084,0.5,0.539994412887606
8,50,47.245181,0.42,0.5117538937796265
8,50,47.907741,0.42,0.5449857362299758
10,50,48.539929,0.4,0.49651519375522724
10,50,49.522034,0.4,0.424347989831466
4,50,50.636304,0.46,0.5451807228915663
18,50,51.631827,0.32,0.378479554617009
20,50,52.322453,0.3,0.33663172332712843
2,50,52.948725,0.48,0.5683691680122376
20,50,53.617955,0.3,0.3383653224067285
2,50,54.248988,0.48,0.5356195141865687
2,50,54.959583,0.48,0.48994729650595353
20,50,55.653067,0.3,0.3612581128307539
6,50,56.316141,0.44,0.4623026432499556
12,50,57.014089,0.38,0.4100362863970263
10,50,57.720426,0.4,0.4928782585326525
18,50,58.391033,0.32,0.39115368935996736
10,50,59.098701,0.4,0.45529351883271124
6,50,59.77297,0.44,0.4989667286629469
16,50,60.461498,0.34,0.442008486562942
14,50,61.225199,0.36,0.3931833808073863
0,50,62.277162,0.5,0.635576834545622
2,50,63.421251,0.48,0.5583554376657824
6,50,64.46743,0.44,0.4675596086254393
16,50,65.157053,0.34,0.3997965412004069
20,50,65.914869,0.3,0.3921873481683024
20,50,66.64673,0.3,0.3636272040302267
8,50,67.364356,0.42,0.509475539885412
10,50,68.087698,0.4,0.4564857024450891
4,50,68.815596,0.46,0.537769463744878
-4,50,69.513978,0.54,0.5555068397053665
10,50,70.256498,0.4,0.4451946319913312
0,50,70.996489,0.5,0.587011847301448
6,50,71.741154,0.44,0.5240996237233471
-2,50,72.441951,0.52,0.566056632978239
6,50,73.176303,0.44,0.5284772993952522
14,50,73.923032,0.36,0.45387142186766777
4,50,74.929662,0.46,0.5054537752832786
12,50,76.166538,0.38,0.46430844775847957
12,50,77.292695,0.38,0.46115261472785485
-6,50,78.038404,0.56,0.6391218173502058
10,50,78.794271,0.4,0.4435875216637782
26,50,79.625522,0.24,0.22287000102280863
8,50,80.420179,0.42,0.5086865879082696
20,50,81.220842,0.3,0.3465017537382315
2,50,82.019266,0.48,0.5378063618981401
4,50,82.76606,0.46,0.5633257833144583
14,50,83.547755,0.36,0.47072404876246765
18,50,84.336982,0.32,0.35635935092013415
6,50,85.145571,0.44,0.5220077954178154
8,50,85.896363,0.42,0.4496103896103896
12,50,86.701438,0.38,0.4159651381598495
2,50,87.796977,0.48,0.5647993643226062
2,50,89.133383,0.48,0.5362431129476584
-2,50,90.169723,0.52,0.6133345217933862
12,50,90.98096,0.38,0.4945861971565766
14,50,91.841852,0.36,0.4417705615154151
16,50,92.667074,0.34,0.44369103773584906
0,50,93.470515,0.5,0.6133762179547819
14,50,94.287399,0.36,0.441190187482511
10,50,95.101066,0.4,0.39283662133690866
4,50,95.954412,0.46,0.5518137520303195
8,50,96.810804,0.42,0.4805159415024071
18,50,97.656697,0.32,0.382036470721486
0,50,98.541924,0.5,0.5899738121960344
0,50,99.395021,0.5,0.6176497909893173
0,50,100.526646,0.5,0.580070866822228
14,50,102.061297,0.36,0.47154028005091836
14,50,103.114782,0.36,0.4505612932195779
8,50,104.000448,0.42,0.5144186046511627
20,50,104.862575,0.3,0.37035059619149313
6,50,105.713423,0.44,0.509182127981825
6,50,106.589206,0.44,0.5361172726395989
6,50,107.460503,0.44,0.5473771702992243
-4,50,108.31441,0.54,0.5651780871451817
6,50,109.211537,0.44,0.5380833184337565
16,50,110.111445,0.34,0.3862869988759835
8,50,110.976012,0.42,0.4842217691037965
6,50,111.853661,0.44,0.5563294117647059
12,50,112.792217,0.38,0.3889884508164078
10,50,114.362848,0.4,0.4490736473407687
-4,50,115.667656,0.54,0.6354407836153161
14,50,116.5318,0.36,0.398655038352422
12,50,117.509999,0.38,0.4377528503126149
6,50,118.430935,0.44,0.5306739490880718
8,50,119.340711,0.42,0.48329581269698335
20,50,120.230738,0.3,0.3753979483551468
14,50,121.13644,0.36,0.4388143582306019
16,50,122.027813,0.34,0.34128585211823526
14,50,122.92571,0.36,0.4521186061094688
18,50,123.821205,0.32,0.389539710358823
10,50,124.70063,0.4,0.4491213731099305
14,50,125.761727,0.36,0.5086059386009059
