#{"t_start": 1674693750.3304007, "env_id": "DeepRMSAKSP-v1"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate,num_C_selected,num_L_selected,num_S_selected,num_E_selected
50,50,0.895669,0.0,0.0,50,0,0,0
50,50,1.3645,0.0,0.0,50,0,0,0
50,50,1.828793,0.0,0.0,50,0,0,0
50,50,2.295183,0.0,0.0,50,0,0,0
50,50,2.795107,0.0,0.0,50,0,0,0
50,50,3.273115,0.0,0.0,50,0,0,0
50,50,3.731375,0.0,0.0,50,0,0,0
50,50,4.202186,0.0,0.0,50,0,0,0
50,50,4.679363,0.0,0.0,46,4,0,0
50,50,5.167188,0.0,0.0,45,5,0,0
50,50,5.648774,0.0,0.0,47,3,0,0
50,50,6.149878,0.0,0.0,44,6,0,0
50,50,6.653339,0.0,0.0,40,10,0,0
50,50,7.165149,0.0,0.0,45,5,0,0
50,50,7.658208,0.0,0.0,42,8,0,0
50,50,8.213152,0.0,0.0,41,9,0,0
50,50,8.751057,0.0,0.0,37,13,0,0
50,50,9.278218,0.0,0.0,41,9,0,0
50,50,9.799478,0.0,0.0,40,10,0,0
50,50,10.347509,0.0,0.0,41,9,0,0
50,50,10.879143,0.0,0.0,37,13,0,0
50,50,11.41775,0.0,0.0,41,9,0,0
50,50,11.976902,0.0,0.0,43,7,0,0
50,50,12.529667,0.0,0.0,36,14,0,0
50,50,13.096162,0.0,0.0,39,11,0,0
50,50,13.62695,0.0,0.0,41,9,0,0
50,50,14.184955,0.0,0.0,41,9,0,0
50,50,14.734925,0.0,0.0,44,6,0,0
50,50,15.294048,0.0,0.0,41,9,0,0
50,50,15.839331,0.0,0.0,39,11,0,0
50,50,16.411501,0.0,0.0,40,10,0,0
50,50,16.95396,0.0,0.0,37,13,0,0
50,50,17.502064,0.0,0.0,41,9,0,0
50,50,18.051166,0.0,0.0,39,11,0,0
50,50,18.619638,0.0,0.0,32,18,0,0
50,50,19.164784,0.0,0.0,29,21,0,0
50,50,19.704331,0.0,0.0,31,19,0,0
50,50,20.267175,0.0,0.0,31,19,0,0
50,50,20.815607,0.0,0.0,35,15,0,0
50,50,21.375386,0.0,0.0,37,13,0,0
50,50,21.962056,0.0,0.0,32,18,0,0
50,50,22.525241,0.0,0.0,37,13,0,0
50,50,23.08369,0.0,0.0,34,16,0,0
50,50,23.658141,0.0,0.0,40,8,2,0
50,50,24.22522,0.0,0.0,36,14,0,0
50,50,24.764841,0.0,0.0,37,13,0,0
50,50,25.325826,0.0,0.0,35,14,1,0
50,50,25.862289,0.0,0.0,35,15,0,0
50,50,26.428943,0.0,0.0,36,13,1,0
50,50,26.994885,0.0,0.0,38,12,0,0
50,50,27.565215,0.0,0.0,41,8,1,0
