#{"t_start": 1674696362.3629584, "env_id": "DeepRMSAKSP-v1"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate,num_C_selected,num_L_selected,num_S_selected,num_E_selected
50,50,0.844356,0.0,0.0,50,0,0,0
50,50,1.289981,0.0,0.0,50,0,0,0
50,50,1.72382,0.0,0.0,50,0,0,0
50,50,2.162091,0.0,0.0,50,0,0,0
50,50,2.602262,0.0,0.0,50,0,0,0
50,50,3.054162,0.0,0.0,50,0,0,0
50,50,3.496116,0.0,0.0,50,0,0,0
50,50,3.951929,0.0,0.0,46,4,0,0
50,50,4.41625,0.0,0.0,38,12,0,0
50,50,4.888093,0.0,0.0,41,9,0,0
50,50,5.3526,0.0,0.0,39,11,0,0
50,50,5.820014,0.0,0.0,31,19,0,0
50,50,6.282302,0.0,0.0,27,23,0,0
50,50,6.764318,0.0,0.0,30,20,0,0
50,50,7.239139,0.0,0.0,28,22,0,0
50,50,7.706979,0.0,0.0,28,22,0,0
50,50,8.209232,0.0,0.0,21,29,0,0
50,50,8.697375,0.0,0.0,26,24,0,0
50,50,9.194755,0.0,0.0,20,30,0,0
50,50,9.69294,0.0,0.0,20,29,1,0
50,50,10.191685,0.0,0.0,21,19,10,0
50,50,10.723768,0.0,0.0,22,25,3,0
50,50,11.250665,0.0,0.0,26,19,5,0
50,50,11.769542,0.0,0.0,19,21,10,0
50,50,12.286239,0.0,0.0,15,29,6,0
50,50,12.826133,0.0,0.0,19,23,8,0
50,50,13.354235,0.0,0.0,26,14,10,0
50,50,13.930295,0.0,0.0,13,29,8,0
50,50,14.468593,0.0,0.0,13,31,6,0
50,50,15.01296,0.0,0.0,18,23,9,0
50,50,15.558659,0.0,0.0,12,29,9,0
50,50,16.093313,0.0,0.0,16,26,8,0
50,50,16.638484,0.0,0.0,20,19,11,0
50,50,17.173141,0.0,0.0,17,20,13,0
50,50,17.73144,0.0,0.0,10,24,16,0
50,50,18.279783,0.0,0.0,10,21,19,0
50,50,18.852306,0.0,0.0,10,28,12,0
50,50,19.404214,0.0,0.0,8,28,14,0
50,50,19.9827,0.0,0.0,11,17,22,0
50,50,20.523337,0.0,0.0,18,19,13,0
50,50,21.081799,0.0,0.0,10,21,19,0
50,50,21.632282,0.0,0.0,15,22,13,0
50,50,22.202067,0.0,0.0,14,15,21,0
50,50,22.76168,0.0,0.0,16,13,21,0
