#{"t_start": 1668700660.71076, "env_id": "DeepRMSA-v0"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate
50,50,5.810154,0.0,0.0
50,50,6.274815,0.0,0.0
50,50,6.766294,0.0,0.0
50,50,7.262925,0.0,0.0
50,50,7.753778,0.0,0.0
50,50,8.249258,0.0,0.0
50,50,8.740011,0.0,0.0
50,50,9.232497,0.0,0.0
50,50,9.715087,0.0,0.0
50,50,10.224548,0.0,0.0
50,50,10.866235,0.0,0.0
50,50,11.636577,0.0,0.0
50,50,12.442042,0.0,0.0
50,50,13.272388,0.0,0.0
50,50,14.184733,0.0,0.0
50,50,15.09976,0.0,0.0
50,50,15.819897,0.0,0.0
50,50,16.373244,0.0,0.0
50,50,16.911368,0.0,0.0
50,50,17.448792,0.0,0.0
50,50,18.23871,0.0,0.0
50,50,18.921862,0.0,0.0
50,50,19.606734,0.0,0.0
50,50,20.306152,0.0,0.0
50,50,21.035225,0.0,0.0
50,50,21.699843,0.0,0.0
44,50,22.404986,0.06,0.034658511722731905
42,50,23.10297,0.08,0.07387335995436395
48,50,23.825201,0.02,0.03023921832884097
46,50,24.568764,0.04,0.053352303041081274
44,50,25.305423,0.06,0.08912274166511455
48,50,26.020557,0.02,0.015879684086708118
46,50,26.749829,0.04,0.028965643274853802
38,50,27.443358,0.12,0.17366447985004685
42,50,28.1577,0.08,0.07989970748015043
44,50,28.895037,0.06,0.10871785349549717
44,50,29.614039,0.06,0.06998907971805818
42,50,30.3178,0.08,0.10700828937452901
48,50,31.060328,0.02,0.03345115958272265
40,50,31.803631,0.1,0.12044072948328267
40,50,32.522471,0.1,0.12495767016593295
38,50,33.250815,0.12,0.13441302955439655
44,50,34.016742,0.06,0.06585408628551385
40,50,34.815242,0.1,0.12866419294990725
46,50,35.601793,0.04,0.07629513343799058
40,50,36.356095,0.1,0.11531241619737195
28,50,37.104972,0.22,0.2640316951231016
40,50,37.875079,0.1,0.09329623510999044
42,50,38.68746,0.08,0.08771377609904522
34,50,39.459059,0.16,0.14055390702274975
38,50,40.254959,0.12,0.1640389420177479
28,50,41.009728,0.22,0.23159969958693202
38,50,41.802276,0.12,0.16493017069385946
34,50,42.585866,0.16,0.1508828250401284
34,50,43.367094,0.16,0.2127562225475842
30,50,44.133626,0.2,0.21813678795961136
26,50,44.906275,0.24,0.28831275720164606
22,50,45.662035,0.28,0.3779284304470952
24,50,46.42865,0.26,0.3291748526522593
34,50,47.218151,0.16,0.23977213878819265
32,50,48.014977,0.18,0.21730343566547974
30,50,48.830906,0.2,0.24554968173481498
14,50,49.568151,0.36,0.42231355252606256
16,50,50.315902,0.34,0.4427786572306546
20,50,51.113195,0.3,0.4154009867466383
26,50,51.90961,0.24,0.3857801184990125
22,50,52.679764,0.28,0.3708763126103522
24,50,53.449284,0.26,0.2908389040579983
14,50,54.212502,0.36,0.5003227194492255
24,50,54.992871,0.26,0.3320215012478403
20,50,55.805954,0.3,0.3576956990300774
18,50,56.61002,0.32,0.36738336024475227
24,50,57.377196,0.26,0.3163683416001725
26,50,58.165347,0.24,0.3411920800163299
24,50,59.043922,0.26,0.35272301385906696
32,50,60.034898,0.18,0.2038941587618572
16,50,61.319243,0.34,0.4069540535745964
30,50,62.662052,0.2,0.24515443844588017
22,50,64.058847,0.28,0.27985308608796916
32,50,65.041117,0.18,0.23715858132898493
20,50,65.848869,0.3,0.3536647438072616
24,50,66.700108,0.26,0.3247571812357925
22,50,67.487392,0.28,0.33552232774297835
24,50,68.286133,0.26,0.34859051173755035
24,50,69.083633,0.26,0.3215173556762729
22,50,69.885531,0.28,0.34367816091954023
16,50,70.679461,0.34,0.45483043602165857
20,50,71.459051,0.3,0.4271617497456765
32,50,72.287669,0.18,0.24681760761830726
24,50,73.135347,0.26,0.3421662468513854
22,50,73.9894,0.28,0.325165271044513
20,50,74.77934,0.3,0.3603398259428098
20,50,75.598424,0.3,0.31409228576518794
12,50,76.412707,0.38,0.4116976499473869
16,50,77.202897,0.34,0.3690922730682671
8,50,77.989179,0.42,0.4762615182097411
18,50,78.840801,0.32,0.3728722451173625
16,50,79.657855,0.34,0.436128562323591
22,50,80.499819,0.28,0.35075367812979513
20,50,81.371987,0.3,0.4158610980760207
22,50,82.324322,0.28,0.4027321825690988
16,50,83.700766,0.34,0.45376011639538055
24,50,85.13022,0.26,0.3328708644610459
18,50,86.522753,0.32,0.36308888550083857
8,50,87.519892,0.42,0.481629116117851
28,50,88.371081,0.22,0.22910913368108826
30,50,89.255119,0.2,0.2786657400972898
28,50,90.12825,0.22,0.30210448587779215
28,50,91.017548,0.22,0.2845471927689901
18,50,91.859488,0.32,0.4496979992449981
20,50,92.772607,0.3,0.3688585149612117
24,50,93.609667,0.26,0.3338772550086121
4,50,94.47684,0.46,0.6050004753303546
16,50,95.340286,0.34,0.4484848484848485
24,50,96.230109,0.26,0.32940477369515697
26,50,97.107724,0.24,0.29662296384584824
18,50,98.015221,0.32,0.4284607438016529
28,50,98.888475,0.22,0.2887066583474463
24,50,99.77978,0.26,0.3396102061952735
24,50,100.66168,0.26,0.3215424760800232
30,50,101.539879,0.2,0.2751572327044025
18,50,102.433948,0.32,0.3911645066691893
18,50,103.304192,0.32,0.4115287753008115
28,50,104.227617,0.22,0.288833556789887
22,50,105.107778,0.28,0.3580942068218733
22,50,106.090328,0.28,0.3669724770642202
28,50,107.006994,0.22,0.31509797259032735
22,50,107.91132,0.28,0.33015338570894126
16,50,108.798929,0.34,0.4964235949837436
26,50,109.699577,0.24,0.33099991357704606
12,50,110.611641,0.38,0.4549008910711038
26,50,111.518803,0.24,0.31055231252806464
8,50,112.388764,0.42,0.4860042283298097
16,50,113.280711,0.34,0.39402028830752805
12,50,114.170073,0.38,0.494793638773192
10,50,115.037786,0.4,0.46311119683672486
18,50,115.935564,0.32,0.4374769117103805
20,50,116.882582,0.3,0.3259808352919906
16,50,117.796689,0.34,0.45261934561058464
18,50,118.7134,0.32,0.41064068939677784
16,50,119.64081,0.34,0.386251092339062
22,50,120.568951,0.28,0.39454117647058823
24,50,121.469817,0.26,0.34936280366387895
16,50,122.376353,0.34,0.40086643930316157
16,50,123.309762,0.34,0.43232413178984863
22,50,124.246333,0.28,0.33455920983503207
32,50,125.199539,0.18,0.232714233173961
24,50,126.15714,0.26,0.316395201404467
2,50,127.07779,0.48,0.5134624043223773
28,50,127.990774,0.22,0.22753802617615848
30,50,128.966121,0.2,0.23449963741841914
28,50,129.921262,0.22,0.26567844925883694
18,50,130.849461,0.32,0.39165098987727315
28,50,131.792312,0.22,0.25043815146204224
24,50,132.731068,0.26,0.34307315079689416
20,50,133.667733,0.3,0.4054353296426774
20,50,134.628195,0.3,0.4345632604609754
6,50,135.537895,0.44,0.5054806479774954
14,50,136.457347,0.36,0.4875538283793719
16,50,137.378053,0.34,0.40240654896932637
0,50,138.316587,0.5,0.6021367911606246
18,50,139.302896,0.32,0.4251703855849127
26,50,140.279279,0.24,0.34587332053742803
26,50,141.246332,0.24,0.331289597384018
12,50,142.20942,0.38,0.486539780521262
24,50,143.190562,0.26,0.3494520961093797
28,50,144.169366,0.22,0.3054172767203514
16,50,145.144811,0.34,0.39237217099748534
16,50,146.116457,0.34,0.473222674600689
20,50,147.114695,0.3,0.38678955453149
26,50,148.107567,0.24,0.31173285198555956
26,50,149.071043,0.24,0.33946343574210297
10,50,150.090542,0.4,0.5082220932482104
18,50,151.066553,0.32,0.3728953905603091
12,50,152.029005,0.38,0.42263261296660115
26,50,153.009486,0.24,0.3779139871382637
8,50,154.462529,0.42,0.49051945486865495
20,50,156.16195,0.3,0.3740142696207285
34,50,157.881694,0.16,0.2350177304964539
18,50,158.990385,0.32,0.3799616753353408
18,50,159.98669,0.32,0.4025890561880279
18,50,161.008928,0.32,0.4532387888079724
20,50,161.954747,0.3,0.39249779346866726
24,50,162.945014,0.26,0.39403829416884245
16,50,163.925853,0.34,0.4394942805538832
