#{"t_start": 1674660544.8508675, "env_id": "DeepRMSA-v1"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate,num_C_selected,num_L_selected,num_S_selected,num_E_selected
50,50,0.845109,0.0,0.0,0,47,2,1
50,50,1.282709,0.0,0.0,0,48,2,0
50,50,1.719707,0.0,0.0,0,46,4,0
50,50,2.167923,0.0,0.0,0,40,10,0
50,50,2.622453,0.0,0.0,0,36,14,0
50,50,3.082385,0.0,0.0,0,46,4,0
50,50,3.549183,0.0,0.0,0,44,6,0
50,50,4.017889,0.0,0.0,0,45,3,2
48,50,4.485671,0.02,0.03164110699806099,0,32,11,6
50,50,4.974103,0.0,0.0,0,20,19,11
50,50,5.481673,0.0,0.0,0,19,15,16
50,50,6.014925,0.0,0.0,0,24,14,12
44,50,6.505722,0.06,0.06787780187997108,0,12,24,11
50,50,7.003823,0.0,0.0,0,20,15,15
50,50,7.523118,0.0,0.0,0,19,17,14
50,50,8.052387,0.0,0.0,0,27,20,3
50,50,8.573673,0.0,0.0,0,19,24,7
50,50,9.092603,0.0,0.0,0,29,15,6
50,50,9.639641,0.0,0.0,0,17,21,12
50,50,10.172144,0.0,0.0,0,20,24,6
50,50,10.71657,0.0,0.0,0,23,20,7
50,50,11.245925,0.0,0.0,0,20,21,9
50,50,11.804451,0.0,0.0,0,29,12,9
50,50,12.352636,0.0,0.0,0,20,18,12
50,50,12.892559,0.0,0.0,0,22,19,9
50,50,13.449794,0.0,0.0,0,17,22,11
50,50,14.025744,0.0,0.0,0,23,16,11
50,50,14.57563,0.0,0.0,0,26,12,12
50,50,15.135918,0.0,0.0,0,17,16,17
50,50,15.697107,0.0,0.0,0,15,22,13
50,50,16.282105,0.0,0.0,0,22,16,12
50,50,16.861091,0.0,0.0,0,21,16,13
50,50,17.427884,0.0,0.0,0,23,17,10
50,50,18.0134,0.0,0.0,0,22,13,15
50,50,18.579433,0.0,0.0,0,17,19,14
50,50,19.17553,0.0,0.0,0,18,16,16
50,50,19.761465,0.0,0.0,0,16,14,20
50,50,20.339874,0.0,0.0,0,15,17,18
50,50,20.958303,0.0,0.0,0,18,18,14
50,50,21.540648,0.0,0.0,0,17,15,18
50,50,22.156813,0.0,0.0,0,19,11,20
50,50,22.758786,0.0,0.0,0,18,9,23
50,50,23.392812,0.0,0.0,0,16,8,26
50,50,24.012423,0.0,0.0,0,24,7,19
50,50,24.627137,0.0,0.0,0,14,9,27
50,50,25.253234,0.0,0.0,0,16,9,25
50,50,25.906495,0.0,0.0,0,12,6,32
50,50,26.531075,0.0,0.0,0,20,3,27
50,50,27.210505,0.0,0.0,9,8,13,20
50,50,27.855693,0.0,0.0,9,14,14,13
50,50,28.509657,0.0,0.0,12,11,10,17
50,50,29.157248,0.0,0.0,11,9,13,17
50,50,29.814003,0.0,0.0,10,11,21,8
50,50,30.459857,0.0,0.0,12,6,9,23
50,50,31.144478,0.0,0.0,13,11,8,18
50,50,31.803695,0.0,0.0,19,5,12,14
50,50,32.461494,0.0,0.0,8,9,15,18
50,50,33.1207,0.0,0.0,8,17,9,16
50,50,33.77599,0.0,0.0,16,8,11,15
50,50,34.436403,0.0,0.0,14,11,12,13
50,50,35.128641,0.0,0.0,14,7,12,17
50,50,35.80114,0.0,0.0,16,4,16,14
50,50,36.547279,0.0,0.0,17,11,13,9
50,50,37.25089,0.0,0.0,13,10,16,11
50,50,37.912089,0.0,0.0,14,14,10,12
50,50,38.575485,0.0,0.0,22,9,9,10
42,50,39.254581,0.08,0.10335093789837917,17,14,7,8
50,50,39.96283,0.0,0.0,10,13,16,11
38,50,40.609637,0.12,0.1624228730338055,12,11,11,10
44,50,41.334624,0.06,0.09726642950758285,8,13,11,15
42,50,42.022161,0.08,0.12620807276861853,7,15,15,9
36,50,42.701896,0.14,0.1542825258067516,11,12,7,13
42,50,43.438689,0.08,0.09355256763324153,13,9,16,8
44,50,44.185593,0.06,0.07513325133251332,6,19,11,11
32,50,44.825165,0.18,0.22327341532639547,13,7,10,11
50,50,45.529093,0.0,0.0,12,9,16,13
28,50,46.153879,0.22,0.26731379503453423,14,9,7,9
38,50,46.817736,0.12,0.1715210355987055,8,9,11,16
34,50,47.49981,0.16,0.20503813729425932,7,9,14,12
38,50,48.177063,0.12,0.15439856373429084,9,13,9,13
34,50,48.831812,0.16,0.19276036000395608,5,12,17,8
46,50,49.513026,0.04,0.052893045002922266,10,11,13,14
