#{"t_start": 1674659193.3116703, "env_id": "DeepRMSA-v1"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate,num_C_selected,num_L_selected,num_S_selected,num_E_selected
50,50,1.861583,0.0,0.0,0,47,2,1
50,50,2.291811,0.0,0.0,0,48,2,0
50,50,2.737641,0.0,0.0,0,39,9,2
50,50,3.201395,0.0,0.0,0,41,8,1
50,50,3.661624,0.0,0.0,0,46,4,0
50,50,4.113716,0.0,0.0,0,50,0,0
50,50,4.577324,0.0,0.0,0,45,2,3
50,50,5.04564,0.0,0.0,0,45,4,1
50,50,5.504817,0.0,0.0,0,48,2,0
50,50,5.978997,0.0,0.0,0,39,8,3
50,50,6.460504,0.0,0.0,0,42,3,5
50,50,6.94657,0.0,0.0,0,29,12,9
50,50,7.430378,0.0,0.0,0,30,10,10
50,50,7.95877,0.0,0.0,0,38,6,6
50,50,8.472956,0.0,0.0,0,34,10,6
50,50,8.990906,0.0,0.0,0,41,5,4
50,50,9.503328,0.0,0.0,0,33,8,9
50,50,10.008837,0.0,0.0,0,36,9,5
50,50,10.532295,0.0,0.0,0,26,14,10
50,50,11.039744,0.0,0.0,0,37,7,6
50,50,11.546906,0.0,0.0,0,35,7,8
50,50,12.055341,0.0,0.0,0,35,7,8
50,50,12.585478,0.0,0.0,0,29,14,7
50,50,13.114085,0.0,0.0,0,29,7,14
50,50,13.642519,0.0,0.0,0,27,7,16
50,50,14.168622,0.0,0.0,0,27,15,8
50,50,14.700567,0.0,0.0,0,31,11,8
50,50,15.228385,0.0,0.0,0,32,9,9
50,50,15.776904,0.0,0.0,0,29,11,10
50,50,16.322993,0.0,0.0,0,31,12,7
50,50,16.86901,0.0,0.0,0,38,3,9
50,50,17.417126,0.0,0.0,2,17,17,14
50,50,17.980057,0.0,0.0,0,27,12,11
50,50,18.552889,0.0,0.0,0,28,15,7
50,50,19.088961,0.0,0.0,0,26,12,12
50,50,19.639681,0.0,0.0,0,17,13,20
50,50,20.19271,0.0,0.0,0,25,12,13
50,50,20.75773,0.0,0.0,0,25,9,16
50,50,21.35076,0.0,0.0,0,23,9,18
50,50,21.904505,0.0,0.0,0,26,8,16
50,50,22.491133,0.0,0.0,0,20,12,18
50,50,23.06061,0.0,0.0,0,17,17,16
50,50,23.644032,0.0,0.0,0,19,14,17
50,50,24.213076,0.0,0.0,0,35,7,8
50,50,24.766446,0.0,0.0,0,35,10,5
50,50,25.345409,0.0,0.0,0,35,8,7
50,50,25.915204,0.0,0.0,0,33,9,8
50,50,26.483973,0.0,0.0,0,41,4,5
50,50,27.060855,0.0,0.0,0,36,4,10
50,50,27.653699,0.0,0.0,0,34,6,10
50,50,28.231353,0.0,0.0,0,36,7,7
50,50,28.83203,0.0,0.0,0,38,3,9
50,50,29.420424,0.0,0.0,0,35,8,7
50,50,29.978671,0.0,0.0,0,31,11,8
50,50,30.562476,0.0,0.0,0,27,8,15
50,50,31.132201,0.0,0.0,0,23,13,14
50,50,31.709978,0.0,0.0,0,35,4,11
50,50,32.272764,0.0,0.0,0,38,3,9
50,50,32.851701,0.0,0.0,0,31,6,13
50,50,33.461579,0.0,0.0,0,32,9,9
50,50,34.054286,0.0,0.0,0,34,7,9
50,50,34.649486,0.0,0.0,0,39,7,4
50,50,35.253572,0.0,0.0,0,34,8,8
50,50,35.820364,0.0,0.0,0,37,8,5
50,50,36.406229,0.0,0.0,0,38,8,4
50,50,36.97215,0.0,0.0,0,35,5,10
50,50,37.55298,0.0,0.0,0,30,7,13
50,50,38.108695,0.0,0.0,0,35,9,6
50,50,38.710324,0.0,0.0,0,23,14,13
50,50,39.307852,0.0,0.0,0,35,5,10
50,50,39.918956,0.0,0.0,0,30,9,11
50,50,40.501611,0.0,0.0,0,34,5,11
50,50,41.064323,0.0,0.0,0,32,9,9
50,50,41.653528,0.0,0.0,0,43,1,6
50,50,42.222332,0.0,0.0,0,32,7,11
50,50,42.82332,0.0,0.0,0,34,6,10
50,50,43.393424,0.0,0.0,0,30,7,13
50,50,43.988639,0.0,0.0,0,33,7,10
50,50,44.572998,0.0,0.0,0,28,6,16
50,50,45.148315,0.0,0.0,0,30,9,11
50,50,45.736498,0.0,0.0,0,40,5,5
50,50,46.308348,0.0,0.0,0,40,4,6
50,50,46.887366,0.0,0.0,0,37,5,8
50,50,47.453742,0.0,0.0,0,27,6,17
50,50,48.029036,0.0,0.0,0,28,8,14
50,50,48.635796,0.0,0.0,0,32,1,17
50,50,49.207899,0.0,0.0,0,35,8,7
50,50,49.803262,0.0,0.0,0,31,9,10
50,50,50.427042,0.0,0.0,0,36,6,8
50,50,51.055475,0.0,0.0,0,31,5,14
50,50,51.657149,0.0,0.0,0,30,8,12
50,50,52.259209,0.0,0.0,0,35,5,10
50,50,52.843842,0.0,0.0,0,30,11,9
50,50,53.413747,0.0,0.0,0,32,7,11
50,50,54.02198,0.0,0.0,0,34,6,10
50,50,54.589456,0.0,0.0,0,32,6,12
50,50,55.171434,0.0,0.0,0,28,9,13
50,50,55.748307,0.0,0.0,0,30,9,11
50,50,56.355792,0.0,0.0,0,33,5,12
50,50,56.932416,0.0,0.0,0,35,5,10
50,50,57.526438,0.0,0.0,0,36,6,8
50,50,58.099224,0.0,0.0,0,32,5,13
50,50,58.67797,0.0,0.0,0,32,10,8
50,50,59.276982,0.0,0.0,0,35,3,12
50,50,59.865877,0.0,0.0,0,31,9,10
50,50,60.450083,0.0,0.0,0,31,8,11
50,50,61.063722,0.0,0.0,0,30,12,8
50,50,61.679037,0.0,0.0,0,25,7,18
50,50,62.296285,0.0,0.0,0,35,2,13
50,50,62.870255,0.0,0.0,0,31,4,15
50,50,63.476366,0.0,0.0,0,28,14,8
50,50,64.06265,0.0,0.0,0,25,7,18
50,50,64.671256,0.0,0.0,0,29,6,15
50,50,65.317842,0.0,0.0,0,37,6,7
50,50,65.908867,0.0,0.0,0,27,7,16
50,50,66.532771,0.0,0.0,0,33,8,9
50,50,67.124283,0.0,0.0,0,27,10,13
50,50,67.73562,0.0,0.0,0,30,10,10
50,50,68.35589,0.0,0.0,0,34,6,10
50,50,68.955844,0.0,0.0,0,31,11,8
50,50,69.561642,0.0,0.0,0,35,4,11
50,50,70.169097,0.0,0.0,0,40,6,4
50,50,70.73855,0.0,0.0,0,40,4,6
50,50,71.32294,0.0,0.0,0,37,5,8
50,50,71.925643,0.0,0.0,0,31,9,10
50,50,72.533012,0.0,0.0,0,34,4,12
50,50,73.135103,0.0,0.0,0,30,2,18
50,50,73.716379,0.0,0.0,0,31,3,16
50,50,74.291431,0.0,0.0,0,27,14,9
50,50,74.886022,0.0,0.0,0,37,6,7
50,50,75.477752,0.0,0.0,0,30,11,9
50,50,76.041054,0.0,0.0,0,31,8,11
50,50,76.64339,0.0,0.0,0,33,8,9
50,50,77.24592,0.0,0.0,0,24,12,14
50,50,77.864035,0.0,0.0,0,30,11,9
50,50,78.476534,0.0,0.0,0,36,5,9
50,50,79.060379,0.0,0.0,0,28,10,12
50,50,79.664389,0.0,0.0,0,35,5,10
50,50,80.260634,0.0,0.0,0,30,6,14
50,50,80.821889,0.0,0.0,0,34,7,9
