#{"t_start": 1674658640.55297, "env_id": "DeepRMSA-v1"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate,num_C_selected,num_L_selected,num_S_selected,num_E_selected
50,50,9.269525,0.0,0.0,0,47,2,1
50,50,9.703689,0.0,0.0,0,48,1,1
50,50,10.147837,0.0,0.0,0,43,6,1
50,50,10.600028,0.0,0.0,0,39,9,2
50,50,11.04855,0.0,0.0,0,47,3,0
50,50,11.503484,0.0,0.0,0,48,2,0
50,50,11.962611,0.0,0.0,0,41,7,2
50,50,12.459244,0.0,0.0,0,48,2,0
50,50,12.93557,0.0,0.0,0,45,5,0
50,50,13.44759,0.0,0.0,0,49,1,0
50,50,13.968763,0.0,0.0,0,50,0,0
50,50,14.468736,0.0,0.0,0,47,3,0
50,50,14.955625,0.0,0.0,0,33,10,7
50,50,15.471309,0.0,0.0,0,40,6,4
50,50,15.996963,0.0,0.0,0,42,4,4
50,50,16.529581,0.0,0.0,0,47,2,1
50,50,17.061107,0.0,0.0,0,49,1,0
50,50,17.565793,0.0,0.0,0,40,8,2
50,50,18.057642,0.0,0.0,0,39,7,4
50,50,18.58097,0.0,0.0,0,43,4,3
50,50,19.080901,0.0,0.0,0,41,5,4
50,50,19.601838,0.0,0.0,0,42,6,2
50,50,20.121907,0.0,0.0,0,44,4,2
50,50,20.648262,0.0,0.0,0,45,2,3
50,50,21.148226,0.0,0.0,0,36,11,3
50,50,21.669325,0.0,0.0,0,38,6,6
50,50,22.196946,0.0,0.0,1,37,7,5
50,50,22.718078,0.0,0.0,1,31,10,8
50,50,23.240732,0.0,0.0,0,28,14,8
50,50,23.776142,0.0,0.0,0,29,18,3
50,50,24.32581,0.0,0.0,0,34,12,4
50,50,24.904229,0.0,0.0,0,31,12,7
50,50,25.441861,0.0,0.0,0,34,10,6
50,50,25.96416,0.0,0.0,0,37,11,2
50,50,26.478071,0.0,0.0,0,35,10,5
50,50,27.01094,0.0,0.0,0,29,15,6
50,50,27.556412,0.0,0.0,0,27,17,6
50,50,28.084415,0.0,0.0,0,32,8,10
50,50,28.605483,0.0,0.0,0,28,12,10
50,50,29.108577,0.0,0.0,0,34,8,8
50,50,29.648097,0.0,0.0,0,33,11,6
50,50,30.165937,0.0,0.0,0,27,17,6
50,50,30.704112,0.0,0.0,0,41,6,3
50,50,31.23827,0.0,0.0,0,44,2,4
50,50,31.771674,0.0,0.0,0,46,3,1
50,50,32.281869,0.0,0.0,0,45,2,3
50,50,32.826367,0.0,0.0,0,41,4,5
50,50,33.33675,0.0,0.0,0,46,4,0
50,50,33.854386,0.0,0.0,0,38,6,6
50,50,34.3918,0.0,0.0,0,43,1,6
50,50,34.920206,0.0,0.0,0,41,4,5
50,50,35.43764,0.0,0.0,0,46,2,2
50,50,35.976159,0.0,0.0,0,47,1,2
50,50,36.495195,0.0,0.0,0,43,5,2
50,50,37.018972,0.0,0.0,0,42,5,3
50,50,37.554387,0.0,0.0,0,37,7,6
50,50,38.086576,0.0,0.0,0,38,8,4
50,50,38.597423,0.0,0.0,0,42,5,3
50,50,39.153176,0.0,0.0,0,42,7,1
50,50,39.688242,0.0,0.0,0,42,6,2
50,50,40.234028,0.0,0.0,0,42,6,2
50,50,40.743383,0.0,0.0,0,42,4,4
50,50,41.335737,0.0,0.0,0,43,4,3
50,50,41.853926,0.0,0.0,0,43,5,2
50,50,42.382815,0.0,0.0,0,47,3,0
50,50,42.90469,0.0,0.0,0,44,3,3
50,50,43.428573,0.0,0.0,0,36,10,4
50,50,43.958221,0.0,0.0,0,43,4,3
50,50,44.498013,0.0,0.0,0,37,12,1
50,50,45.052813,0.0,0.0,0,43,4,3
50,50,45.595582,0.0,0.0,0,43,3,4
50,50,46.130083,0.0,0.0,0,41,5,4
50,50,46.659718,0.0,0.0,0,39,6,5
50,50,47.165294,0.0,0.0,0,48,0,2
50,50,47.683937,0.0,0.0,0,43,7,0
50,50,48.241694,0.0,0.0,0,42,7,1
50,50,48.74204,0.0,0.0,0,35,10,5
50,50,49.29087,0.0,0.0,0,35,11,4
