#{"t_start": 1674661562.2153282, "env_id": "DeepRMSA-v1"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate,num_C_selected,num_L_selected,num_S_selected,num_E_selected
50,50,0.822966,0.0,0.0,0,47,2,1
50,50,1.252366,0.0,0.0,0,48,2,0
50,50,1.69119,0.0,0.0,0,46,4,0
50,50,2.15096,0.0,0.0,0,42,8,0
50,50,2.594965,0.0,0.0,0,38,12,0
50,50,3.039716,0.0,0.0,0,45,5,0
50,50,3.49464,0.0,0.0,0,43,7,0
50,50,3.956428,0.0,0.0,0,46,3,1
50,50,4.409211,0.0,0.0,0,26,12,12
50,50,4.873921,0.0,0.0,0,24,20,6
50,50,5.359687,0.0,0.0,0,16,17,17
50,50,5.836106,0.0,0.0,0,18,16,16
50,50,6.315531,0.0,0.0,0,14,22,14
50,50,6.787284,0.0,0.0,0,19,21,10
50,50,7.281,0.0,0.0,0,20,25,5
50,50,7.779091,0.0,0.0,0,20,22,8
50,50,8.279847,0.0,0.0,0,15,28,7
50,50,8.800213,0.0,0.0,0,16,29,5
50,50,9.314419,0.0,0.0,0,14,23,13
50,50,9.823081,0.0,0.0,0,18,25,7
50,50,10.332214,0.0,0.0,0,18,18,14
50,50,10.853426,0.0,0.0,0,19,20,11
50,50,11.383835,0.0,0.0,0,22,16,12
50,50,11.905823,0.0,0.0,0,20,13,17
50,50,12.433601,0.0,0.0,0,21,14,15
50,50,12.962338,0.0,0.0,0,19,14,17
50,50,13.500857,0.0,0.0,0,21,13,16
50,50,14.034343,0.0,0.0,0,22,11,17
50,50,14.586845,0.0,0.0,0,16,12,22
50,50,15.165764,0.0,0.0,0,20,16,14
50,50,15.726331,0.0,0.0,0,20,14,16
50,50,16.279908,0.0,0.0,0,22,14,14
50,50,16.830143,0.0,0.0,0,21,12,17
50,50,17.38853,0.0,0.0,0,20,11,19
50,50,17.976699,0.0,0.0,0,13,17,20
50,50,18.547348,0.0,0.0,0,12,20,18
50,50,19.120361,0.0,0.0,0,20,11,19
50,50,19.718051,0.0,0.0,0,12,13,25
50,50,20.315297,0.0,0.0,0,15,8,27
50,50,20.902007,0.0,0.0,2,11,10,27
50,50,21.494401,0.0,0.0,2,8,12,28
50,50,22.094058,0.0,0.0,5,10,6,29
50,50,22.738654,0.0,0.0,1,5,18,26
50,50,23.340779,0.0,0.0,5,12,14,19
50,50,23.940191,0.0,0.0,7,15,10,18
50,50,24.529871,0.0,0.0,9,9,13,19
50,50,25.130819,0.0,0.0,17,10,12,11
50,50,25.743421,0.0,0.0,10,6,13,21
50,50,26.370311,0.0,0.0,17,5,11,17
50,50,26.996154,0.0,0.0,16,7,17,10
50,50,27.62763,0.0,0.0,21,7,10,12
50,50,28.249407,0.0,0.0,14,10,13,13
50,50,28.911017,0.0,0.0,15,6,9,20
50,50,29.531935,0.0,0.0,20,12,7,11
50,50,30.176012,0.0,0.0,21,11,7,11
50,50,30.826813,0.0,0.0,23,3,10,14
50,50,31.459307,0.0,0.0,24,12,7,7
50,50,32.089276,0.0,0.0,14,10,10,16
50,50,32.736144,0.0,0.0,18,13,6,13
50,50,33.622221,0.0,0.0,23,6,13,8
38,50,34.680148,0.12,0.13792020106817468,12,8,13,11
40,50,35.748466,0.1,0.09435017713966064,15,5,12,13
38,50,36.917562,0.12,0.1559500464444215,13,7,15,9
30,50,37.762894,0.2,0.2149236531259003,8,12,10,10
42,50,38.420143,0.08,0.07742380905414735,16,13,11,6
34,50,39.050156,0.16,0.23604195359677932,16,9,8,9
32,50,39.682225,0.18,0.21571662720815882,15,5,13,8
32,50,40.282637,0.18,0.15141210919051667,12,6,9,14
22,50,40.896694,0.28,0.34970018249761015,10,4,10,12
26,50,41.54437,0.24,0.2798165137614679,7,14,6,11
36,50,42.175429,0.14,0.21157854841766155,9,14,8,12
24,50,42.788954,0.26,0.30149725657955917,16,5,6,10
32,50,43.427436,0.18,0.20557265511096712,11,8,13,9
44,50,44.101981,0.06,0.07882328823288233,9,13,17,8
24,50,44.724685,0.26,0.33427940712708926,13,6,9,9
36,50,45.365714,0.14,0.17779617365710082,10,12,13,8
22,50,45.995616,0.28,0.34982266193765166,10,10,8,8
34,50,46.625461,0.16,0.23261743650093164,9,8,18,7
36,50,47.288869,0.14,0.19389803291850663,10,7,12,14
22,50,47.908801,0.28,0.3231597845601436,7,8,11,10
24,50,48.520126,0.26,0.3576303036297102,9,7,13,8
46,50,49.214552,0.04,0.05396454315215274,12,10,15,11
30,50,49.83767,0.2,0.24268018018018017,12,13,6,9
24,50,50.458463,0.26,0.29521686953540205,8,9,11,9
22,50,51.068444,0.28,0.34013122894130166,9,10,8,9
20,50,51.686321,0.3,0.4585630108344421,9,6,8,12
28,50,52.356405,0.22,0.24665676077265974,12,11,10,6
22,50,52.952253,0.28,0.382361390405056,9,13,10,4
22,50,53.554345,0.28,0.4508350846145338,4,9,14,9
12,50,54.156605,0.38,0.416494474889947,9,5,8,9
22,50,54.787735,0.28,0.39041830532713623,7,11,9,9
14,50,55.403687,0.36,0.412305823136336,9,10,8,5
12,50,56.01218,0.38,0.4706580732700136,7,10,7,7
20,50,56.627212,0.3,0.37338584119424856,7,12,13,3
22,50,57.262825,0.28,0.4097016399920964,6,6,12,12
20,50,57.874504,0.3,0.3605145762008507,9,14,4,8
18,50,58.530078,0.32,0.3891593936610014,8,3,15,8
28,50,59.215809,0.22,0.27138896854985184,8,12,9,10
24,50,59.880812,0.26,0.32543617998163454,9,8,11,9
30,50,60.55596,0.2,0.2653325368379132,7,11,7,15
28,50,61.213936,0.22,0.22735252808988765,9,11,10,9
28,50,61.862444,0.22,0.31448763250883394,9,7,10,13
32,50,62.566635,0.18,0.1964975049430374,8,12,14,7
24,50,63.217438,0.26,0.36987455532671787,11,10,5,11
26,50,63.888201,0.24,0.3238004750593824,5,9,7,17
22,50,64.557818,0.28,0.4152144115919326,6,7,13,10
30,50,65.226222,0.2,0.2618475439776987,3,18,11,8
10,50,65.875357,0.4,0.49413776257938447,8,7,8,7
26,50,66.54122,0.24,0.3491294941794581,11,5,12,10
14,50,67.179725,0.36,0.48940054772289276,10,8,6,8
8,50,67.806075,0.42,0.5522361198596238,5,5,9,10
14,50,68.458609,0.36,0.46992547906316534,8,10,7,7
8,50,69.097662,0.42,0.4826044182094625,3,10,3,13
22,50,69.803521,0.28,0.3358771157420996,6,7,13,10
22,50,70.478656,0.28,0.39823008849557523,6,12,10,8
28,50,71.172785,0.22,0.2997679814385151,5,13,14,7
14,50,71.83415,0.36,0.4612794612794613,11,5,9,7
16,50,72.482219,0.34,0.46095863935059916,6,10,6,11
22,50,73.214979,0.28,0.393366991643454,8,7,14,7
22,50,73.913527,0.28,0.3763785465171081,7,11,9,9
26,50,74.606707,0.24,0.3107116654438738,9,12,7,10
22,50,75.313304,0.28,0.31291561299990633,7,11,7,11
34,50,76.024085,0.16,0.25134340464361754,8,15,8,11
24,50,76.718445,0.26,0.359534346738503,6,9,14,8
14,50,77.420667,0.36,0.4339348079161816,6,8,8,10
32,50,78.182147,0.18,0.2787524366471735,7,9,11,14
18,50,78.898597,0.32,0.4534421213666497,4,6,10,14
24,50,79.600641,0.26,0.37647496051286816,12,9,7,9
24,50,80.293295,0.26,0.30100560819957456,5,7,9,16
30,50,81.003033,0.2,0.29193548387096774,16,8,10,6
4,50,81.65669,0.46,0.5566433566433566,7,9,3,8
20,50,82.358232,0.3,0.42094363407167296,8,11,9,7
6,50,83.025006,0.44,0.5841964285714286,6,8,3,11
22,50,83.754941,0.28,0.3144366827870321,7,5,13,11
26,50,84.475833,0.24,0.3486163586235066,7,7,16,8
20,50,85.169074,0.3,0.3957034621655318,7,8,12,8
16,50,85.894101,0.34,0.4422733761598858,3,5,13,12
30,50,86.629243,0.2,0.24659801397572637,10,10,11,9
14,50,87.2926,0.36,0.4196456817462828,13,4,10,5
18,50,88.017944,0.32,0.4542344674556213,8,10,8,8
12,50,88.732677,0.38,0.48970129291127956,4,9,6,12
26,50,89.480616,0.24,0.2968508002065049,8,7,12,11
20,50,90.195683,0.3,0.4272870974115787,4,11,11,9
16,50,90.912707,0.34,0.41975823259691536,8,6,12,7
18,50,91.651039,0.32,0.408203125,5,9,8,12
26,50,92.347153,0.24,0.3508156297420334,9,10,12,7
18,50,93.056348,0.32,0.4645471868418413,8,11,7,8
14,50,93.784858,0.36,0.4687719298245614,6,10,10,6
16,50,94.528482,0.34,0.4725211924945233,8,10,9,6
10,50,95.258458,0.4,0.5153839449141463,6,7,11,6
22,50,95.990987,0.28,0.36530928304636967,5,11,12,8
10,50,96.747875,0.4,0.546484375,5,6,8,11
22,50,97.495314,0.28,0.40394590589107077,7,11,10,8
24,50,98.25359,0.26,0.3556171239610332,6,9,14,8
22,50,99.020688,0.28,0.34066239910937934,8,9,9,10
34,50,99.821796,0.16,0.23414882772680937,9,12,12,9
30,50,100.589917,0.2,0.2784847013113162,11,13,9,7
18,50,101.365719,0.32,0.4223823336764293,4,12,9,9
28,50,102.148568,0.22,0.2994419748415776,7,12,12,8
20,50,102.931707,0.3,0.3963632937629546,5,12,5,13
26,50,103.696216,0.24,0.3358292774241857,8,8,9,13
20,50,104.489448,0.3,0.40176227971503564,9,5,12,9
18,50,105.274278,0.32,0.43419471153846156,8,9,7,10
24,50,106.041607,0.26,0.37459249132400885,9,11,5,12
28,50,106.838614,0.22,0.3167420814479638,9,9,8,13
10,50,107.5864,0.4,0.5678614579138139,3,9,10,8
18,50,108.348984,0.32,0.42832856120257695,10,9,7,8
18,50,109.10785,0.32,0.46158357771261,7,10,6,11
18,50,109.856291,0.32,0.4485082600476699,7,12,7,8
22,50,110.608587,0.28,0.4310997442455243,8,14,7,7
20,50,111.387118,0.3,0.37736331119059785,7,13,5,10
24,50,112.170762,0.26,0.3683068017366136,2,12,8,15
4,50,112.894711,0.46,0.549654011595287,6,5,6,10
18,50,113.684801,0.32,0.4537797431038113,7,9,8,10
26,50,114.478941,0.24,0.3607168755827204,5,11,14,8
28,50,115.278492,0.22,0.2927816091954023,8,15,8,8
10,50,116.044833,0.4,0.5444533262279065,5,7,10,8
18,50,116.830046,0.32,0.4709717479043775,4,15,6,9
18,50,117.625388,0.32,0.42815702958808743,1,13,5,15
6,50,118.402816,0.44,0.5461221565466595,7,12,4,5
24,50,119.213193,0.26,0.35714285714285715,9,10,10,8
20,50,120.060495,0.3,0.44833836858006043,10,9,8,8
22,50,120.832064,0.28,0.3943909663087745,10,10,6,10
16,50,121.65952,0.34,0.48077487525682416,4,3,12,14
12,50,122.441215,0.38,0.4885934819897084,5,10,5,11
10,50,123.227501,0.4,0.5303174465876654,5,4,10,11
0,50,123.992037,0.5,0.5698083347986637,4,5,9,7
14,50,124.807857,0.36,0.4825200291332848,6,10,8,8
14,50,125.628108,0.36,0.44676426551322573,10,9,9,4
18,50,126.413685,0.32,0.420443587270974,8,4,13,9
14,50,127.232909,0.36,0.46095902994672056,7,9,4,12
22,50,128.041868,0.28,0.39141439708413484,5,10,7,14
12,50,128.84411,0.38,0.4812483608707055,8,7,9,7
20,50,129.65412,0.3,0.4064399696048632,9,7,9,10
