#{"t_start": 1668730925.4457185, "env_id": "DeepRMSA-v0"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate
50,50,4.375992,0.0,0.0
50,50,4.701046,0.0,0.0
50,50,5.081209,0.0,0.0
50,50,5.44868,0.0,0.0
50,50,5.840041,0.0,0.0
38,50,6.204947,0.12,0.15558162620702104
18,50,6.565618,0.32,0.31117878896452883
8,50,6.911835,0.42,0.4080906148867314
-8,50,7.222919,0.58,0.6012975778546713
-2,50,7.539639,0.52,0.5575774808075064
-20,50,7.870476,0.7,0.7634107659296576
-18,50,8.208491,0.68,0.719570771589167
-16,50,8.563147,0.66,0.5893857593969645
-8,50,8.919411,0.58,0.6296424252893419
-30,50,9.264326,0.8,0.8690349002849003
-24,50,9.621278,0.74,0.7583778739289048
-24,50,9.992084,0.74,0.792686230248307
-16,50,10.355819,0.66,0.6776195320447609
-26,50,10.710773,0.76,0.7738316180192341
-22,50,11.119119,0.72,0.7445202364711232
-30,50,11.930565,0.8,0.8525016870722066
-16,50,12.698828,0.66,0.6822176514584891
-14,50,13.486775,0.64,0.7380178290508652
-22,50,14.27721,0.72,0.795664116146753
-24,50,15.111787,0.74,0.7652482269503547
-20,50,15.767303,0.7,0.7612984740985519
-22,50,16.348165,0.72,0.7304791029561671
-34,50,16.942508,0.84,0.829435253850542
-28,50,17.553602,0.78,0.8473719676549866
-24,50,18.15703,0.74,0.8001067046060821
-28,50,18.778152,0.78,0.8671074688023841
-28,50,19.388573,0.78,0.7990253738867418
-18,50,20.011936,0.68,0.6938048245614035
-26,50,20.646604,0.76,0.8299906279287722
-32,50,21.310318,0.82,0.8519849561220225
-30,50,21.983958,0.8,0.8730851360133692
-20,50,22.617896,0.7,0.7658095899930507
-18,50,23.271631,0.68,0.6827430293896006
-24,50,23.938396,0.74,0.7454090869902578
-32,50,24.620327,0.82,0.7790653495440729
-28,50,25.299468,0.78,0.7542329834067051
-30,50,25.983503,0.8,0.8521365175221887
-18,50,26.685033,0.68,0.6878288319887759
-22,50,27.380987,0.72,0.7915584415584416
-34,50,28.102264,0.84,0.8736787022501308
-22,50,28.827152,0.72,0.8200589970501475
-30,50,29.539697,0.8,0.7938873691161211
-30,50,30.296053,0.8,0.8226241196417703
-16,50,31.035108,0.66,0.7392718497534362
-30,50,31.798755,0.8,0.808704253214639
-22,50,32.539397,0.72,0.8288102007409321
-26,50,33.304568,0.76,0.7534735260983852
-12,50,34.05918,0.62,0.6701396586122811
-30,50,34.849128,0.8,0.8434100231853041
-20,50,35.62928,0.7,0.77351756954612
-26,50,36.396832,0.76,0.8377786244999047
