#{"t_start": 1667989425.9639854, "env_id": "DeepRMSA-v0"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate
50,50,8.087887,0.0,0.0
50,50,8.677133,0.0,0.0
50,50,9.330387,0.0,0.0
50,50,9.917897,0.0,0.0
50,50,10.570679,0.0,0.0
50,50,11.20943,0.0,0.0
50,50,11.866232,0.0,0.0
50,50,12.552405,0.0,0.0
50,50,13.267869,0.0,0.0
50,50,13.93835,0.0,0.0
50,50,14.607726,0.0,0.0
50,50,15.283934,0.0,0.0
50,50,16.043053,0.0,0.0
50,50,16.808967,0.0,0.0
50,50,17.53641,0.0,0.0
50,50,18.218521,0.0,0.0
50,50,18.94242,0.0,0.0
50,50,19.699037,0.0,0.0
50,50,20.440059,0.0,0.0
48,50,21.160672,0.02,0.03456116416552979
44,50,22.228471,0.06,0.08020823291236864
46,50,23.239268,0.04,0.019820493642483172
42,50,24.184961,0.08,0.10183534347142108
48,50,25.131973,0.02,0.0031391014322150286
44,50,26.135959,0.06,0.07331560283687943
48,50,27.144108,0.02,0.020896102633880843
50,50,28.215338,0.0,0.0
50,50,29.292692,0.0,0.0
48,50,30.295846,0.02,0.032934636118598384
48,50,31.302874,0.02,0.014227280810955006
44,50,32.387065,0.06,0.07990314769975787
50,50,33.381534,0.0,0.0
46,50,34.461446,0.04,0.015899122807017545
46,50,35.442785,0.04,0.03617619493908154
50,50,36.445182,0.0,0.0
44,50,37.566358,0.06,0.032773187262092655
48,50,38.57242,0.02,0.020847810979847115
48,50,39.670264,0.02,0.02373775433308214
46,50,40.749715,0.04,0.051211311319941374
42,50,41.74051,0.08,0.07959726443768997
40,50,42.770775,0.1,0.11310531662715882
22,50,43.822682,0.28,0.3130204044285845
24,50,44.794019,0.26,0.2920028060329709
38,50,45.93771,0.12,0.10473098330241187
30,50,47.060284,0.2,0.2401883830455259
22,50,48.20027,0.28,0.31769017609725575
24,50,49.222646,0.26,0.3230827280445241
20,50,50.24451,0.3,0.34379619163550995
20,50,51.284365,0.3,0.3214772846500892
18,50,52.254577,0.32,0.367457962413452
8,50,53.20215,0.42,0.43775308003790814
24,50,54.196696,0.26,0.30200901239203903
34,50,55.269331,0.16,0.17146974063400577
2,50,56.255304,0.48,0.5331728196896737
8,50,57.2993,0.42,0.491398243045388
8,50,58.408499,0.42,0.5227662411887979
14,50,59.505892,0.36,0.3817283950617284
20,50,60.543237,0.3,0.32738350639320346
20,50,61.636232,0.3,0.2907662082514735
16,50,62.681477,0.34,0.44857586742620403
14,50,63.761729,0.36,0.42892888076219804
28,50,64.894055,0.22,0.2555831265508685
14,50,65.993652,0.36,0.5109262229350441
10,50,67.069897,0.4,0.4753701461961076
16,50,68.257341,0.34,0.44006965270387927
20,50,69.389923,0.3,0.4067368883037086
16,50,70.50179,0.34,0.4097202862187529
22,50,71.591309,0.28,0.3126824216175501
18,50,72.651674,0.32,0.4124354561101549
28,50,73.784366,0.22,0.27260510654636205
20,50,74.837831,0.3,0.34456745370823944
24,50,75.981008,0.26,0.3254865301266253
28,50,77.077673,0.22,0.2792753935734311
12,50,78.219878,0.38,0.4844866299244744
20,50,79.413496,0.3,0.3570173726332227
22,50,80.519689,0.28,0.34757863205192213
14,50,81.6534,0.36,0.47472059606173495
12,50,82.749815,0.38,0.42755996105850075
26,50,83.954542,0.24,0.2670429096121114
24,50,85.04268,0.26,0.2865878516102731
8,50,86.175722,0.42,0.4613165931455718
24,50,87.347082,0.26,0.2928290969208514
32,50,88.455266,0.18,0.23752273186502323
26,50,89.582491,0.24,0.27001276888321385
10,50,90.684778,0.4,0.4751864469201731
18,50,91.773378,0.32,0.39407603890362514
22,50,92.910085,0.28,0.3240239384440011
18,50,94.076395,0.32,0.47416073245167856
20,50,95.242758,0.3,0.2974443688659994
12,50,96.313382,0.38,0.4254911838790932
12,50,97.399361,0.38,0.4237990304098722
22,50,98.492266,0.28,0.29071694985495233
12,50,99.624291,0.38,0.4670407981471584
0,50,100.796541,0.5,0.5844440547176429
12,50,101.895159,0.38,0.41026923397516046
18,50,103.132304,0.32,0.40833698990785433
14,50,104.234898,0.36,0.3864002866869737
14,50,105.378493,0.36,0.47719202403714833
26,50,106.547941,0.24,0.30869212022745735
24,50,107.759759,0.26,0.35110276865321444
10,50,108.987176,0.4,0.4749549931165943
6,50,110.200269,0.44,0.5442393380012731
18,50,111.333018,0.32,0.38271077908217715
20,50,112.465559,0.3,0.34250647964628755
18,50,113.582913,0.32,0.38630849220103985
18,50,114.806407,0.32,0.3826327094200675
26,50,116.107103,0.24,0.2864092127469473
20,50,117.389669,0.3,0.3944988000738416
20,50,118.644244,0.3,0.39292543021032506
