,Source,Destination,Reason,Path,Nodes,Band,Available_Other
0,12,7,Slots Full,1,,2,1
1,12,7,Slots Full,1,,3,0
2,5,13,Slots Full,1,,3,0
3,3,13,Slots Full,1,,3,0
4,5,16,Slots Full,1,,3,0
5,13,2,Slots Full,1,,3,0
6,12,6,Slots Full,1,,3,0
7,16,5,Slots Full,1,,3,0
8,1,14,Slots Full,1,,3,0
9,1,15,Slots Full,1,,3,0
10,17,5,Slots Full,1,,3,0
11,3,9,Slots Full,1,,3,0
12,17,3,Slots Full,1,,3,0
13,14,3,Slots Full,1,,3,0
14,12,5,Slots Full,1,,3,0
15,4,14,Slots Full,1,,3,0
16,14,5,Slots Full,1,,3,0
17,13,7,Slots Full,1,,3,0
18,12,3,Slots Full,1,,3,0
19,1,14,Slots Full,1,,3,0
20,15,5,Slots Full,1,,3,0
21,13,1,Slots Full,1,,3,0
22,14,3,Slots Full,1,,2,0
23,7,13,Slots Full,0,,0,0
24,4,15,Slots Full,1,,3,0
25,7,13,Slots Full,0,,0,0
26,5,12,Slots Full,1,,3,0
27,12,4,Slots Full,1,,3,0
28,5,15,Slots Full,1,,3,0
29,12,7,Slots Full,1,,3,0
30,6,13,Slots Full,1,,3,0
31,13,4,Slots Full,1,,3,0
32,5,15,Slots Full,1,,3,0
33,15,3,Slots Full,1,,3,0
34,4,14,Slots Full,1,,3,0
35,3,12,Slots Full,1,,3,0
36,7,13,Slots Full,0,,0,0
37,13,1,Slots Full,1,,3,0
38,4,13,Slots Full,1,,3,0
39,12,3,Slots Full,1,,3,0
40,3,16,Slots Full,0,,0,0
41,14,1,Slots Full,1,,3,0
42,3,15,Slots Full,1,,3,0
43,3,17,Slots Full,1,,3,0
44,4,14,Slots Full,1,,3,0
45,2,15,Slots Full,1,,3,0
46,12,3,Slots Full,1,,3,0
47,15,3,Slots Full,1,,3,0
48,14,6,Slots Full,1,,3,0
49,1,13,Slots Full,1,,3,0
50,12,5,Slots Full,4,,0,0
51,5,15,Slots Full,1,,3,0
52,5,13,Slots Full,1,,3,0
53,12,6,Slots Full,1,,3,0
54,4,12,Slots Full,1,,3,0
55,12,1,Slots Full,1,,3,0
56,6,16,Slots Full,1,,3,0
57,7,12,Slots Full,1,,3,0
58,16,3,Slots Full,1,,3,0
59,5,12,Slots Full,1,,3,0
60,1,14,Slots Full,1,,3,0
61,4,16,Slots Full,1,,3,0
62,1,13,Slots Full,1,,3,0
63,5,13,Slots Full,1,,3,0
64,3,10,Slots Full,1,,3,0
65,15,2,Slots Full,1,,3,0
66,12,8,Slots Full,1,,3,0
67,15,7,Slots Full,4,,2,0
68,5,15,Slots Full,1,,3,0
69,13,2,Slots Full,1,,3,0
70,14,2,Slots Full,1,,3,0
71,13,2,Slots Full,1,,3,0
72,5,17,Slots Full,1,,3,0
73,13,9,Slots Full,1,,3,0
74,5,15,Slots Full,0,,0,0
75,3,17,Slots Full,1,,3,0
76,2,15,Slots Full,1,,3,0
77,12,8,Slots Full,1,,3,0
78,5,10,Slots Full,1,,3,0
79,1,13,Slots Full,1,,3,0
80,8,12,Slots Full,1,,3,0
81,6,16,Slots Full,1,,3,0
82,14,8,Slots Full,1,,3,0
83,4,15,Slots Full,1,,3,0
84,5,15,Slots Full,1,,3,0
85,8,15,Slots Full,1,,3,0
86,16,5,Slots Full,1,,3,0
87,15,3,Slots Full,1,,3,0
88,15,2,Slots Full,1,,3,0
89,1,13,Slots Full,1,,3,0
90,13,1,Slots Full,1,,3,0
91,15,6,Slots Full,1,,3,0
92,16,4,Slots Full,1,,3,0
93,2,12,Slots Full,1,,3,0
94,15,6,Slots Full,1,,3,0
95,5,14,Slots Full,1,,3,0
96,1,12,Slots Full,1,,3,0
97,5,17,Slots Full,1,,3,0
98,6,12,Slots Full,1,,3,0
99,14,2,Slots Full,1,,3,0
100,12,3,Slots Full,1,,3,0
101,13,5,Slots Full,1,,3,0
102,12,4,Slots Full,1,,3,0
103,5,12,Slots Full,1,,3,0
104,15,5,Slots Full,1,,3,0
105,5,14,Slots Full,1,,3,0
106,3,11,Slots Full,1,,3,0
107,14,5,Slots Full,1,,3,0
108,15,8,Slots Full,1,,3,0
109,12,7,Slots Full,1,,3,0
110,17,4,Slots Full,1,,3,0
111,3,17,Slots Full,1,,3,0
112,3,12,Slots Full,1,,3,0
113,17,3,Slots Full,1,,3,0
114,15,3,Slots Full,1,,3,0
115,16,6,Slots Full,0,,1,0
116,8,15,Slots Full,1,,3,0
117,6,14,Slots Full,1,,3,0
118,1,13,Slots Full,1,,3,0
119,16,3,Slots Full,1,,3,0
120,5,13,Slots Full,1,,3,0
121,3,13,Slots Full,0,,1,0
122,17,3,Slots Full,1,,3,0
123,13,6,Slots Full,1,,3,0
124,8,5,Slots Full,1,,3,0
125,15,3,Slots Full,1,,2,1
126,4,12,Slots Full,1,,3,0
127,5,13,Slots Full,1,,2,0
128,9,12,Slots Full,1,,3,0
129,6,12,Slots Full,1,,3,0
130,13,2,Slots Full,1,,3,0
131,7,15,Slots Full,4,,2,0
132,15,4,Slots Full,1,,3,0
133,3,17,Slots Full,1,,3,0
134,15,4,Slots Full,1,,3,0
135,7,15,Slots Full,4,,2,0
136,16,4,Slots Full,1,,3,0
137,6,13,Slots Full,1,,3,0
138,2,14,Slots Full,1,,3,0
139,4,15,Slots Full,0,,0,0
140,5,14,Slots Full,1,,3,0
141,7,14,Slots Full,1,,3,0
142,5,14,Slots Full,1,,3,0
143,11,3,Slots Full,1,,3,0
144,1,13,Slots Full,1,,3,0
145,12,2,Slots Full,1,,3,0
146,12,4,Slots Full,1,,3,0
147,5,16,Slots Full,0,,0,0
148,17,3,Slots Full,1,,3,0
149,5,16,Slots Full,1,,3,0
150,2,15,Slots Full,1,,3,0
151,5,15,Slots Full,1,,3,0
152,12,2,Slots Full,1,,3,0
153,3,16,Slots Full,1,,3,0
154,7,13,Slots Full,1,,3,0
155,16,4,Slots Full,1,,3,0
156,13,3,Slots Full,0,,0,0
157,12,9,Slots Full,1,,3,0
158,15,7,Slots Full,4,,2,0
159,16,4,Slots Full,1,,3,0
160,7,13,Slots Full,1,,3,0
161,15,6,Slots Full,1,,3,0
162,6,14,Slots Full,1,,3,0
163,7,12,Slots Full,1,,3,0
164,7,15,Slots Full,4,,2,0
165,7,13,Slots Full,1,,3,0
166,1,12,Slots Full,1,,3,0
167,4,12,Slots Full,1,,3,0
168,9,13,Slots Full,1,,3,0
169,6,15,Slots Full,1,,3,0
170,8,5,Slots Full,1,,3,0
171,9,3,Slots Full,1,,3,0
172,4,14,Slots Full,1,,3,0
173,1,16,Slots Full,1,,3,0
174,12,2,Slots Full,1,,3,0
175,16,5,Slots Full,1,,3,0
176,9,3,Slots Full,1,,3,0
177,8,3,Slots Full,1,,3,0
178,14,1,Slots Full,1,,3,0
179,4,12,Slots Full,1,,3,0
180,9,3,Slots Full,1,,3,0
181,17,6,Slots Full,1,,3,0
182,15,3,Slots Full,1,,3,0
183,3,17,Slots Full,0,,0,0
184,1,12,Slots Full,1,,3,0
185,16,6,Slots Full,1,,3,0
186,8,13,Slots Full,1,,3,0
187,12,8,Slots Full,1,,3,0
188,13,8,Slots Full,1,,3,0
189,5,13,Slots Full,1,,3,0
190,15,7,Slots Full,1,,3,0
191,7,14,Slots Full,1,,3,0
192,4,14,Slots Full,1,,3,0
193,2,14,Slots Full,1,,3,0
194,2,13,Slots Full,1,,3,0
195,13,1,Slots Full,1,,3,0
196,8,15,Slots Full,1,,3,0
197,14,5,Slots Full,1,,3,0
198,17,5,Slots Full,1,,2,0
199,3,13,Slots Full,1,,3,0
200,5,7,Slots Full,1,,3,0
201,13,8,Slots Full,1,,3,0
202,4,13,Slots Full,1,,3,0
203,1,15,Slots Full,1,,3,0
204,3,13,Slots Full,1,,3,0
205,15,2,Slots Full,1,,3,0
206,1,12,Slots Full,1,,3,0
207,3,12,Slots Full,2,,2,0
208,8,14,Slots Full,1,,3,0
209,5,14,Slots Full,1,,3,0
210,1,12,Slots Full,1,,3,0
211,8,15,Slots Full,1,,3,0
212,15,4,Slots Full,1,,3,0
213,3,11,Slots Full,1,,3,0
214,5,13,Slots Full,1,,3,0
215,5,14,Slots Full,1,,3,0
216,14,3,Slots Full,1,,3,0
217,9,5,Slots Full,1,,3,0
218,1,15,Slots Full,1,,3,0
219,3,11,Slots Full,1,,3,0
220,14,9,Slots Full,1,,3,0
221,13,6,Slots Full,1,,3,0
222,13,3,Slots Full,1,,3,0
223,3,12,Slots Full,1,,3,0
224,13,7,Slots Full,1,,3,0
225,12,8,Slots Full,1,,2,0
226,15,7,Slots Full,1,,3,0
227,14,4,Slots Full,1,,3,0
228,12,10,Slots Full,1,,3,0
229,13,6,Slots Full,1,,3,0
230,8,15,Slots Full,1,,3,0
231,15,2,Slots Full,1,,3,0
232,3,12,Slots Full,1,,3,0
233,2,13,Slots Full,1,,3,0
234,6,17,Slots Full,1,,3,0
235,13,6,Slots Full,1,,3,0
236,3,13,Slots Full,1,,3,0
237,12,6,Slots Full,1,,3,0
238,2,13,Slots Full,0,,0,0
239,15,1,Slots Full,1,,3,0
240,4,16,Slots Full,1,,3,0
241,12,9,Slots Full,1,,3,0
242,15,8,Slots Full,1,,3,0
243,14,2,Slots Full,1,,3,0
244,7,5,Slots Full,1,,3,0
245,13,2,Slots Full,1,,3,0
246,8,15,Slots Full,1,,3,1
247,5,7,Slots Full,1,,3,0
