,Source,Destination,Reason,Path,Nodes,Band,Available_Other
0,13,4,Slots Full,1,,2,1
1,4,13,Slots Full,1,,2,1
2,4,14,Slots Full,1,,3,0
3,13,1,Slots Full,1,,3,0
4,4,14,Slots Full,1,,3,0
5,14,5,Slots Full,1,,3,0
6,1,12,Slots Full,1,,3,0
7,5,14,Slots Full,1,,3,0
8,15,4,Slots Full,1,,3,0
9,14,3,Slots Full,1,,3,0
10,3,12,Slots Full,1,,3,0
11,13,7,Slots Full,1,,3,0
12,2,13,Slots Full,1,,3,0
13,7,13,Slots Full,1,,3,0
14,13,4,Slots Full,1,,3,0
15,3,16,Slots Full,1,,3,0
16,3,15,Slots Full,1,,3,0
17,4,15,Slots Full,1,,3,0
18,14,5,Slots Full,1,,3,0
19,3,15,Slots Full,1,,3,0
20,3,12,Slots Full,1,,3,0
21,15,7,Slots Full,1,,3,0
22,13,7,Slots Full,1,,3,0
23,5,12,Slots Full,1,,3,0
24,3,13,Slots Full,1,,3,0
25,12,3,Slots Full,1,,3,0
26,13,6,Slots Full,1,,3,0
27,5,12,Slots Full,1,,3,0
28,2,13,Slots Full,1,,3,0
29,13,1,Slots Full,1,,3,0
30,13,4,Slots Full,1,,3,0
31,4,16,Slots Full,1,,3,0
32,6,12,Slots Full,1,,3,0
33,13,3,Slots Full,1,,3,0
34,15,4,Slots Full,1,,3,0
35,4,15,Slots Full,1,,3,0
36,13,4,Slots Full,1,,3,0
37,15,7,Slots Full,1,,3,0
38,4,16,Slots Full,1,,3,0
39,14,5,Slots Full,1,,3,0
40,4,15,Slots Full,1,,3,0
41,15,2,Slots Full,1,,3,0
42,13,2,Slots Full,1,,3,0
43,6,15,Slots Full,1,,3,0
44,14,1,Slots Full,1,,3,0
45,4,16,Slots Full,1,,3,0
46,3,16,Slots Full,1,,3,0
47,7,12,Slots Full,1,,3,0
48,13,1,Slots Full,1,,3,0
49,13,7,Slots Full,1,,3,0
50,6,15,Slots Full,1,,3,0
51,14,6,Slots Full,1,,3,0
52,7,15,Slots Full,1,,3,0
53,3,14,Slots Full,1,,3,0
54,14,1,Slots Full,1,,3,0
55,4,14,Slots Full,1,,3,0
56,15,1,Slots Full,1,,3,0
57,16,6,Slots Full,1,,3,0
58,16,5,Slots Full,1,,3,0
59,1,15,Slots Full,1,,3,0
60,4,15,Slots Full,1,,3,0
61,12,4,Slots Full,1,,3,0
62,3,15,Slots Full,1,,3,0
63,5,14,Slots Full,1,,3,0
64,14,5,Slots Full,1,,3,0
65,5,17,Slots Full,1,,3,0
66,14,7,Slots Full,1,,3,0
67,13,2,Slots Full,1,,3,0
68,3,14,Slots Full,1,,3,0
69,4,16,Slots Full,1,,3,0
70,13,5,Slots Full,1,,3,0
71,16,5,Slots Full,1,,3,0
72,16,3,Slots Full,1,,3,0
73,8,12,Slots Full,1,,3,0
74,13,3,Slots Full,1,,3,0
75,17,5,Slots Full,1,,3,0
76,1,12,Slots Full,1,,3,0
77,13,8,Slots Full,1,,3,0
78,15,2,Slots Full,1,,3,0
79,17,5,Slots Full,1,,3,0
80,3,17,Slots Full,1,,3,0
81,15,3,Slots Full,1,,3,0
82,13,2,Slots Full,1,,3,0
83,3,14,Slots Full,1,,3,0
84,14,4,Slots Full,1,,3,0
85,15,3,Slots Full,1,,3,0
86,12,1,Slots Full,1,,3,0
87,15,5,Slots Full,1,,3,0
88,13,3,Slots Full,1,,3,0
89,7,12,Slots Full,1,,3,0
90,3,13,Slots Full,0,,1,0
91,3,16,Slots Full,1,,3,0
92,13,2,Slots Full,1,,3,0
93,13,4,Slots Full,1,,0,0
94,14,5,Slots Full,1,,3,0
